	shaking_mean	t02_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS12045	102.372944633534	336.733267112362	-0.304931301955909	0.522394891667542	-1.71777177051341	941	0.477605108332458	HVO_RS12045
HVO_RS12620	459.276602202333	433.069245780031	0.0159654718746383	0	0.0847655637893675	557	1	HVO_RS12620
HVO_RS13065	652.670653580003	1238.39270281243	-0.225331366733825	0.420041815138207	-0.924041798472711	368	0.579958184861793	HVO_RS13065
HVO_RS13570	487.033645072177	158.897910460607	0.284444227467941	0.32971137789108	1.6159212863758	1799	0.67028862210892	HVO_RS13570
HVO_RS13900	115.062069879715	203.8162095754	-0.172924597340132	0.312848872446435	-0.824856465552436	1568	0.687151127553565	HVO_RS13900
HVO_RS14410	46.0551675212917	336.903709640022	-0.440726483797046	0.596189172907668	-2.87090136901937	803	0.403810827092332	HVO_RS14410
HVO_RS14555	771.295830482148	1523.64394689478	-0.232162269891555	0.431623812917857	-0.982169588658572	1079	0.568376187082143	HVO_RS14555
HVO_RS20240	417.018771431734	741.078566736916	-0.175043695393816	0.317747740800726	-0.829514174733592	1418	0.682252259199274	HVO_RS20240
HVO_RS15595	194.549398793206	492.7985672921	-0.255885941732299	0.467528746775878	-1.34086153968186	1157	0.532471253224122	HVO_RS15595
HVO_RS15620	299.295847670467	884.658543879664	-0.326244440803169	0.539201221183508	-1.56354845483922	500	0.460798778816492	HVO_RS15620
HVO_RS16300	630.561413824206	1260.7376617581	-0.241500611724481	0.446545809135449	-0.99955931192346	416	0.553454190864551	HVO_RS16300
HVO_RS16580	1497.70914287523	554.536657162353	0.342997647874167	0.391335734213136	1.43340274093579	869	0.608664265786864	HVO_RS16580
HVO_RS16585	1138.11087937442	441.675327281253	0.311826963950992	0.36318079113105	1.36558296929351	1145	0.63681920886895	HVO_RS16585
HVO_RS17290	20.4188382201936	292.957316239413	-0.591130100677276	0.702247174943995	-3.8427177918885	1220	0.297752825056005	HVO_RS17290
HVO_RS18275	12213.2739601083	19243.1092424491	-0.241940532537584	0.447222646886487	-0.655891934914409	218	0.552777353113513	HVO_RS18275
HVO_RS11115	1380.29821958929	1122.26527568021	0.0754731919187511	0.0211134202554566	0.298566267793926	389	0.978886579744543	HVO_RS11115
HVO_RS10905	996.092664738486	356.203427786267	0.323475838828373	0.374901345424704	1.48357856017847	731	0.625098654575296	HVO_RS10905
HVO_RS10150	41.4962845365869	110.641034447378	-0.23324905673425	0.433413815546125	-1.41483247785811	2273	0.566586184453875	HVO_RS10150
HVO_RS09760	1964.7194982354	269.371473427875	0.611610920775428	0.412913704547005	2.86665437263946	680	0.587086295452995	HVO_RS09760
HVO_RS06910	384.620915718256	379.125808909277	0.00354478919695421	0.00225215733012407	0.0207605476792139	206	0.997747842669876	HVO_RS06910
HVO_RS06800	11974.7240236278	7119.04643184869	0.371786616333272	0.408705606751606	0.75023649122274	164	0.591294393248394	HVO_RS06800
HVO_RS06545	59.4232137850728	277.348463294052	-0.41008109925669	0.581622208687012	-2.22260119428082	233	0.418377791312988	HVO_RS06545
HVO_RS06285	1059.21239051937	573.413365480106	0.216533784705537	0.216598732677536	0.885344466474377	938	0.783401267322464	HVO_RS06285
HVO_RS04825	1728.09654678198	552.960953447006	0.380118149858107	0.412273875534391	1.6439343061722	860	0.587726124465609	HVO_RS04825
HVO_RS04920	93.1899256989801	39.9957655457867	0.205954682548085	0.197222958090449	1.22032673443502	1043	0.802777041909551	HVO_RS04920
HVO_RS04925	1166.15050412436	36.240257784223	0.864483040557603	0.502886258831484	5.00801696786737	875	0.497113741168516	HVO_RS04925
HVO_RS04930	4124.12568847691	1406.46583858664	0.44401867935643	0.419159212538659	1.55201378981788	179	0.580840787461341	HVO_RS04930
HVO_RS04940	157.173831576143	123.707200610076	0.0603942428050191	0.0114598718502438	0.345431560685883	1217	0.988540128149756	HVO_RS04940
HVO_RS05635	1401.45374949814	1601.42288343688	-0.046275241894496	0.041060285434579	-0.19243019314865	269	0.958939714565421	HVO_RS05635
HVO_RS05640	340.497665893167	363.999456637807	-0.0173518959000425	0.0124534214302542	-0.0962913882180991	407	0.987546578569746	HVO_RS05640
HVO_RS20265	700.475729371832	574.480995711262	0.0842476845642956	0.0278759438671796	0.286075895741476	1232	0.97212405613282	HVO_RS20265
HVO_RS12745	219.394342023856	529.744886006609	-0.244290853750743	0.450802818088744	-1.27177143487588	650	0.549197181911256	HVO_RS12745
HVO_RS20390	113.460030229078	313.672916367912	-0.254926252579283	0.466202105954531	-1.46707681365467	2507	0.533797894045469	HVO_RS20390
HVO_RS19435	260.340663975117	655.317025242678	-0.261029509185986	0.474460676209645	-1.33179234221102	1166	0.525539323790355	HVO_RS19435
HVO_RS19465	178.492838815469	640.892824271154	-0.348297510682036	0.553014930576957	-1.84421692280316	1154	0.446985069423043	HVO_RS19465
HVO_RS19470	1085.46910694988	1036.03104603285	0.015781129533765	1.45998335532305e-05	0.067251430713372	554	0.999985400166447	HVO_RS19470
HVO_RS19545	256.486899489935	459.486412903583	-0.151710535541063	0.262080737682275	-0.841137061810899	1190	0.737919262317725	HVO_RS19545
HVO_RS19360	1406.99777727009	678.837395274463	0.241980170849472	0.262526809694142	1.05148210319129	899	0.737473190305858	HVO_RS19360
