	shaking_mean	t02_mean	theta	prob	log2FC	length	P	locus_tag
HVO_RS19745	124.610514988627	1047.70882597842	-0.545397254942794	0.870469483952892	-3.0717401086454	626	0.129530516047108	HVO_RS19745
HVO_RS02045	878.896436535872	2571.82188164854	-0.414092103313592	0.745887197703168	-1.54902564579507	302	0.254112802296832	HVO_RS02045
HVO_RS02040	1046.11770410083	2367.87508740172	-0.373820586221679	0.668838992815026	-1.17854779065079	425	0.331161007184974	HVO_RS02040
HVO_RS01970	3266.25866500885	4439.34366416073	-0.191333641522103	0.181146623932352	-0.442707349888938	167	0.818853376067648	HVO_RS01970
HVO_RS01960	819.105525774665	2030.30725317477	-0.338119064197959	0.576932957029608	-1.30957683971298	395	0.423067042970392	HVO_RS01960
HVO_RS01955	36.5959129900344	868.687556093757	-0.735864259334353	0.915543413591287	-4.56908292785146	704	0.0844565864087127	HVO_RS01955
HVO_RS03500	2730.64568502191	2578.85310515715	0.0265411938052459	0.0802527998943388	0.0825125316543274	296	0.919747200105661	HVO_RS03500
HVO_RS02535	54.4392223973131	554.112445711757	-0.525245620373723	0.857943561039796	-3.34746040640182	1169	0.142056438960204	HVO_RS02535
HVO_RS03835	115.066073322143	89.1593680057909	0.0516388440142361	0.126320645723369	0.368004229082266	1166	0.873679354276631	HVO_RS03835
HVO_RS03085	2556.33673131962	2830.57605093296	-0.0576122298024799	0.00822770274297047	-0.147017799407984	317	0.99177229725703	HVO_RS03085
HVO_RS03550	202.956137513943	682.326982874793	-0.327435995540363	0.546691231117099	-1.74929530069114	1019	0.453308768882901	HVO_RS03550
HVO_RS02965	758.587312051061	2820.18943854359	-0.557681181249821	0.877084497707984	-1.89440492821231	374	0.122915502292016	HVO_RS02965
HVO_RS19945	50.7394856568917	746.807187390068	-0.611840271505188	0.898694196382224	-3.87955501227944	881	0.101305803617776	HVO_RS19945
HVO_RS02380	450.543701142682	179.008190013515	0.210702870355427	0.426845354895301	1.33164145370191	1166	0.573154645104699	HVO_RS02380
HVO_RS03005	50.6588492831416	586.417623484725	-0.56177547394875	0.879138432117436	-3.53304224944581	1166	0.120861567882564	HVO_RS03005
HVO_RS02165	87.1836702852149	424.379989252265	-0.401859268256018	0.725700674058703	-2.28322678549297	1499	0.274299325941297	HVO_RS02165
HVO_RS03490	62.9802312732114	46.4157536526016	0.0598221024572365	0.143871125133577	0.440284511587858	1166	0.856128874866423	HVO_RS03490
HVO_RS02455	19760.9139999053	35271.8160139299	-0.29190716821923	0.445300294556056	-0.835866179330905	878	0.554699705443944	HVO_RS02455
HVO_RS03695	165.841841344744	1057.93847471433	-0.483803877838927	0.825344587524012	-2.67337578374124	683	0.174655412475988	HVO_RS03695
HVO_RS19720	602.266716693356	495.437127485012	0.0509098607722323	0.124804342928067	0.281700546357999	200	0.875195657071933	HVO_RS19720
HVO_RS19805	830.871531466635	394.710560480195	0.195469318150001	0.40397081686585	1.07383030711054	233	0.59602918313415	HVO_RS19805
HVO_RS20145	864.252011765704	1299.20702048497	-0.145479274309216	0.0613641927516178	-0.588107371660813	719	0.938635807248382	HVO_RS20145
HVO_RS20160	178.559980363849	451.68280969747	-0.264877385948375	0.373039177419814	-1.3389012345999	1430	0.626960822580186	HVO_RS20160
HVO_RS20165	195.120749898139	403.917347305429	-0.223672077271724	0.268800589735271	-1.04969289985211	1373	0.731199410264729	HVO_RS20165
HVO_RS12285	374.428582550724	272.410014737201	0.0777518794933028	0.184796669724364	0.458910826550666	1193	0.815203330275636	HVO_RS12285
HVO_RS12345	175.387477848137	265.541048270496	-0.151131722871896	0.0739715159760704	-0.598389147887121	1877	0.92602848402393	HVO_RS12345
HVO_RS12475	69.4793468806588	762.318743445107	-0.573028128161462	0.884431526467804	-3.45573825107466	446	0.115568473532196	HVO_RS12475
HVO_RS12560	961.784025992852	560.339982733401	0.204377369821291	0.417316114687172	0.779410526180167	920	0.582683885312828	HVO_RS12560
HVO_RS12625	329.123425403482	280.323874043979	0.0386753581941445	0.100865687535855	0.231534096057235	1208	0.899134312464145	HVO_RS12625
HVO_RS12645	87.3389842918849	791.575983746314	-0.540574460787085	0.86767052217186	-3.18003018346017	452	0.13232947782814	HVO_RS12645
HVO_RS12715	277.893912779804	1127.35076769953	-0.434421482778699	0.774118897522184	-2.02033033233194	464	0.225881102477816	HVO_RS12715
HVO_RS12795	387.827432900133	181.006100574026	0.179890375381017	0.380777537828026	1.09937653353649	1931	0.619222462171974	HVO_RS12795
HVO_RS12855	230.77649168828	206.59417595817	0.0264861645367553	0.0801668732956977	0.159696685543394	1712	0.919833126704302	HVO_RS12855
HVO_RS12955	775.98425887711	459.960711056267	0.141088617144876	0.319230154491379	0.754516752870034	734	0.680769845508621	HVO_RS12955
HVO_RS13045	177.958505549729	956.811083117812	-0.456077790180444	0.798754213090637	-2.42669321264379	431	0.201245786909363	HVO_RS13045
HVO_RS13100	188.788836793308	683.168814616629	-0.347792076352824	0.603517676805504	-1.85546866039535	683	0.396482323194496	HVO_RS13100
HVO_RS13115	406.38861770263	868.447425517958	-0.235381562422421	0.298676792241684	-1.09557851793515	854	0.701323207758316	HVO_RS13115
HVO_RS13545	919.223526086972	398.532702262375	0.260899370019349	0.498855088388066	1.20571761016811	389	0.501144911611934	HVO_RS13545
HVO_RS13795	5238.26651540942	3472.25850471573	0.223339501579961	0.445905105766714	0.593215105410747	305	0.554094894233286	HVO_RS13795
HVO_RS13805	4127.48797144905	2809.54484488207	0.207656577467151	0.422251870792845	0.554927582530663	197	0.577748129207155	HVO_RS13805
HVO_RS13810	1446.13635511343	1056.90512679559	0.14395698401614	0.324212092327836	0.452357710482605	572	0.675787907672164	HVO_RS13810
HVO_RS14080	39.4721046354421	232.128211051362	-0.419946252299719	0.754644158554832	-2.55601651696857	1964	0.245355841445168	HVO_RS14080
HVO_RS14085	365.660223860754	805.171000874904	-0.214239085183432	0.244048844361029	-1.13879151258904	473	0.755951155638971	HVO_RS14085
HVO_RS14205	258.187193275474	755.493600409784	-0.286819988570044	0.431259131044427	-1.54900209357549	593	0.568740868955573	HVO_RS14205
HVO_RS14460	133.796857366676	1056.97058489288	-0.559037722946159	0.877772445598322	-2.98181909226925	461	0.122227554401678	HVO_RS14460
HVO_RS14600	732.620487159497	594.243109538791	0.0705790071995885	0.168152345139773	0.302012775750011	932	0.831847654860227	HVO_RS14600
HVO_RS14635	562.862660698161	1304.17884732593	-0.296684074789614	0.458654998052863	-1.21228687506316	620	0.541345001947137	HVO_RS14635
HVO_RS14640	220.735876757171	367.872794324887	-0.121759976586632	0.0206411020131166	-0.736885853617242	1112	0.979358897986883	HVO_RS14640
HVO_RS14935	422.288023097067	525.819086357709	-0.0583808371948957	0.00786239426812574	-0.316339180230177	818	0.992137605731874	HVO_RS14935
HVO_RS14985	253.976129531207	1823.04292997978	-0.588302577219996	0.890831826566098	-2.84358372130177	266	0.109168173433902	HVO_RS14985
HVO_RS15030	505.361824789404	2202.83236593785	-0.455321308860517	0.797964121822561	-2.12397111927442	197	0.202035878177439	HVO_RS15030
HVO_RS15300	234.105568990603	938.793480900773	-0.409007929302178	0.737820226407329	-2.00364856941531	707	0.262179773592671	HVO_RS15300
HVO_RS15530	262.045002917224	225.315239107391	0.0337433855795934	0.0920839767094151	0.217869704695503	512	0.907916023290585	HVO_RS15530
HVO_RS15550	189.177039795961	1091.45144812962	-0.491992195554903	0.832458025841643	-2.52843904910381	509	0.167541974158357	HVO_RS15550
HVO_RS15585	3930.13552282622	5207.33872798052	-0.140877979614538	0.0518472936737026	-0.405967192706464	353	0.948152706326297	HVO_RS15585
HVO_RS15625	940.451607540345	544.489776497142	0.168727296367636	0.363995250470057	0.788448748726938	932	0.636004749529943	HVO_RS15625
HVO_RS15645	82.3388339811114	1157.83394174393	-0.668267011688962	0.906372643216604	-3.81371152600982	416	0.0936273567833958	HVO_RS15645
HVO_RS15650	12.7448964325361	240.505299009702	-0.616804344881334	0.899981946292946	-4.23807712607929	1919	0.100018053707054	HVO_RS15650
HVO_RS15710	73.99111597437	464.637939282608	-0.43909286676252	0.77983083067024	-2.65068299639007	1169	0.22016916932976	HVO_RS15710
HVO_RS15770	10301.0540189367	8445.75083823187	0.106457244907426	0.250704509176514	0.286494372325308	374	0.749295490823486	HVO_RS15770
HVO_RS15840	79.4995526488631	1184.43237589212	-0.671199648964821	0.906571826775074	-3.89710527907526	398	0.0934281732249261	HVO_RS15840
HVO_RS15990	311.987151572876	439.582215429456	-0.102624398707181	0.00388305078524476	-0.494646402618027	1241	0.996116949214755	HVO_RS15990
HVO_RS16010	102.836133376334	669.016560515029	-0.4642376687818	0.807034375158079	-2.70169465190959	803	0.192965624841921	HVO_RS16010
HVO_RS16125	3266.32538109397	2437.8004299437	0.249066371634758	0.483245404482368	0.422088489970928	377	0.516754595517632	HVO_RS16125
HVO_RS16415	132.69232206299	673.269697510324	-0.419202151821129	0.753560946730817	-2.34309963865995	893	0.246439053269183	HVO_RS16415
HVO_RS16505	2742.2258343099	5548.86095307264	-0.400009162421157	0.722412650728702	-1.0168442631954	188	0.277587349271298	HVO_RS16505
HVO_RS16635	52586.0608124485	38079.618400484	0.18565713767648	0.389360625764167	0.465661408188073	188	0.610639374235833	HVO_RS16635
HVO_RS16735	137.053009053938	776.439911136935	-0.472917747071986	0.815399963237625	-2.50214027497079	917	0.184600036762375	HVO_RS16735
HVO_RS16740	420.374951413964	1168.58461070893	-0.340940844878962	0.584783424479898	-1.47501358330147	626	0.415216575520102	HVO_RS16740
HVO_RS16790	667.024507458328	981.934826477477	-0.127045301574926	0.027844812460652	-0.557887503248157	569	0.972155187539348	HVO_RS16790
HVO_RS16820	2941.62445053715	4251.34519908447	-0.192276904840698	0.18379291492054	-0.531306333863037	209	0.81620708507946	HVO_RS16820
HVO_RS16925	35.8535194777856	519.191685444645	-0.599662018097313	0.894965131762404	-3.85608062978131	1010	0.105034868237596	HVO_RS16925
HVO_RS16965	506.650164581332	377.514515624584	0.0810807380897075	0.192575112474863	0.424457810768828	1469	0.807424887525137	HVO_RS16965
HVO_RS16970	1459.52547821634	1110.12207841149	0.10085537047688	0.238247200456433	0.394781059229524	497	0.761752799543567	HVO_RS16970
HVO_RS16975	1583.85104841587	1239.95201507162	0.0946693318263379	0.224175022807946	0.353152374271555	464	0.775824977192054	HVO_RS16975
HVO_RS16980	1033.87468507724	779.996986052691	0.0855273179904732	0.202970373836111	0.406520874165497	644	0.797029626163889	HVO_RS16980
HVO_RS16985	1490.24093032944	1107.21614985163	0.122158479539362	0.283716521275078	0.428608701644701	554	0.716283478724922	HVO_RS16985
HVO_RS16990	2382.23536874581	1748.73864630514	0.195716396340474	0.404339842712836	0.4460012701555	455	0.595660157287164	HVO_RS16990
HVO_RS17000	1594.40244980227	1253.75643729752	0.108359034852492	0.254859687550222	0.346758723752933	536	0.745140312449778	HVO_RS17000
HVO_RS17005	1935.81950055745	1499.50361040704	0.105414290701054	0.248408290963493	0.368459443452998	392	0.751591709036507	HVO_RS17005
HVO_RS17010	4754.4593505622	3965.15897569065	0.113956822534082	0.266852506458662	0.261902586262701	176	0.733147493541338	HVO_RS17010
HVO_RS17015	1722.64098116937	1257.3233904459	0.144528750034386	0.325195816545864	0.454266291582934	518	0.674804183454136	HVO_RS17015
HVO_RS17020	899.320033516265	692.052565450373	0.0779727790919517	0.185312839880563	0.377952983785352	743	0.814687160119437	HVO_RS17020
HVO_RS17025	1914.93249272496	1613.53529841518	0.0678442681879444	0.161880644841716	0.247068394390088	356	0.838119355158284	HVO_RS17025
HVO_RS17030	1640.0750234678	1344.13057203604	0.071575289112262	0.1704485303726	0.2870885191388	398	0.8295514696274	HVO_RS17030
HVO_RS17040	1785.27529965901	1756.66669064984	0.00865325166347231	0.0560664544527675	0.0233060823957068	431	0.943933545547233	HVO_RS17040
HVO_RS17045	9146.00272656942	5812.89276126787	0.389053546755812	0.621468277187555	0.65388505587529	212	0.378531722812445	HVO_RS17045
HVO_RS17050	838.884271407724	640.761381589321	0.0882013469812756	0.209206476921135	0.388684597098209	914	0.790793523078865	HVO_RS17050
HVO_RS17055	1869.10611060589	1451.78580197378	0.119104307556016	0.277538871057456	0.364519862057167	461	0.722461128942544	HVO_RS17055
HVO_RS17060	2008.71141441657	1439.43587173277	0.14667402265822	0.328847376002682	0.480766794394259	422	0.671152623997318	HVO_RS17060
HVO_RS17065	1033.82612617269	817.101109923781	0.0830404798306166	0.197157961574814	0.339407049846209	725	0.802842038425186	HVO_RS17065
HVO_RS17070	3352.83465922465	2259.69496390245	0.198389890644563	0.408336214678883	0.569253303754952	251	0.591663785321117	HVO_RS17070
HVO_RS17075	886.943270117643	725.135983413423	0.0622417606189327	0.149231885591091	0.290590264652685	746	0.850768114408909	HVO_RS17075
HVO_RS17080	711.512983756432	532.64238564767	0.08709364439052	0.206624580225928	0.417722846147518	1016	0.793375419774072	HVO_RS17080
HVO_RS17085	1167.10648310205	1053.68158395102	0.0522748214262934	0.127648706877235	0.147497234650477	842	0.872351293122765	HVO_RS17085
HVO_RS17200	338.453136743948	511.927317829567	-0.12949960709596	0.0315711080695443	-0.596982906839507	1259	0.968428891930456	HVO_RS17200
HVO_RS17370	382.093324788234	365.383631595696	0.0123217205627926	0.0604350490949586	0.0645130481125783	1649	0.939564950905041	HVO_RS17370
HVO_RS17375	316.569781355262	557.458787878164	-0.142981260611036	0.0561081396422329	-0.816341605195691	917	0.943891860357767	HVO_RS17375
HVO_RS17380	2355.8397352629	1610.8481965856	0.138262020259723	0.314222747000403	0.548420854340182	320	0.685777252999597	HVO_RS17380
HVO_RS17530	930.644087670248	1043.6230437584	-0.045327176709674	0.0146114788901193	-0.165299266068378	686	0.985388521109881	HVO_RS17530
HVO_RS20305	18942.3253903711	16221.2119082671	0.107371624546711	0.252707267809373	0.223731840002093	176	0.747292732190627	HVO_RS20305
HVO_RS17855	22746.4618044245	13134.5115477394	0.312554714950762	0.552530241828512	0.792279602737583	230	0.447469758171488	HVO_RS17855
HVO_RS17925	4797.27895707163	3200.32633569642	0.305553977247517	0.546174499279009	0.583997309767259	362	0.453825500720991	HVO_RS17925
HVO_RS17930	7848.03418978768	4827.81233622906	0.445983065880919	0.641767625412617	0.700961729017106	224	0.358232374587383	HVO_RS17930
HVO_RS17935	7488.64988210732	5209.87682374925	0.376154607847524	0.611271453906918	0.523456377210293	200	0.388728546093082	HVO_RS17935
HVO_RS17940	979.907997875977	1156.63400146157	-0.052604109277726	0.0107175638166147	-0.239214210450214	464	0.989282436183385	HVO_RS17940
HVO_RS17950	361.128027058519	492.781368505867	-0.0769984036258028	0.00109551173271305	-0.448437318587928	1073	0.998904488267287	HVO_RS17950
HVO_RS17980	3020.46297877112	2745.3788618803	0.0734195555775702	0.17471520775156	0.137764449176443	356	0.82528479224844	HVO_RS17980
HVO_RS18000	2566.25269348579	4033.08363337644	-0.306770736625232	0.487292133363613	-0.652220086420635	266	0.512707866636387	HVO_RS18000
HVO_RS18005	21861.8459946924	18995.486966956	0.0784704561532127	0.186475269691258	0.202758528725495	179	0.813524730308742	HVO_RS18005
HVO_RS18015	4344.12415637024	3544.62563123229	0.174562054769832	0.372809647139587	0.293432072388833	341	0.627190352860413	HVO_RS18015
HVO_RS18020	1091.23223799496	719.160691162976	0.180744807478981	0.382051004236662	0.601572099890194	1046	0.617948995763338	HVO_RS18020
HVO_RS18025	1644.38650166438	1259.10890445421	0.138707369428213	0.315017281851796	0.385146362485235	638	0.684982718148204	HVO_RS18025
HVO_RS18030	9647.05149459785	8325.9677681345	0.0852213941007477	0.202255946412593	0.212470093880572	479	0.797744053587407	HVO_RS18030
HVO_RS18105	954.409949323811	866.157406734141	0.0340377531932708	0.0925942161412818	0.139979852940685	782	0.907405783858718	HVO_RS18105
HVO_RS18110	226.638985203797	526.920560594991	-0.249057110594579	0.332977888050547	-1.21718942814602	1199	0.667022111949453	HVO_RS18110
HVO_RS18115	17701.7516612961	8184.43283034654	0.447041650602934	0.641842070360993	1.11293777944923	176	0.358157929639007	HVO_RS18115
HVO_RS18120	8304.33032825532	6817.61787701731	0.194226048298746	0.402116124342567	0.284596092478945	194	0.597883875657433	HVO_RS18120
HVO_RS18125	1632.99574198535	1384.00579876062	0.0568031305798961	0.13728506989123	0.238671041450045	398	0.86271493010877	HVO_RS18125
HVO_RS18130	1735.45453551755	1512.34982230829	0.0580046657677709	0.139891597062004	0.198521682141039	437	0.860108402937996	HVO_RS18130
HVO_RS18135	4544.35222337481	3490.12906551095	0.209910790331963	0.425650685528004	0.380794270989027	350	0.574349314471996	HVO_RS18135
HVO_RS18145	1171.14471790193	1009.53724050121	0.0648513136047282	0.155084143269377	0.214225229351569	779	0.844915856730623	HVO_RS18145
HVO_RS18150	2301.78154141461	1853.65418527425	0.110140869417673	0.258718963627354	0.312378793761722	392	0.741281036372646	HVO_RS18150
HVO_RS18155	1788.52709712493	1510.45552704848	0.0852379800417599	0.202294687093268	0.243788269247356	527	0.797705312906732	HVO_RS18155
HVO_RS18160	5433.49061127003	4185.41014300161	0.161026735131359	0.352127659933548	0.376510315064947	503	0.647872340066452	HVO_RS18160
HVO_RS18225	1122.80953254263	800.709781697848	0.102867013493502	0.242755298964656	0.487761881561012	695	0.757244701035344	HVO_RS18225
HVO_RS20310	735.19971288755	529.440398120648	0.0954390175693813	0.225940756457203	0.473667921601687	1154	0.774059243542797	HVO_RS20310
HVO_RS11955	619.221620797228	531.093548416878	0.0439125971484791	0.110757944050812	0.221489841568547	608	0.889242055949188	HVO_RS11955
HVO_RS11720	625.836449268153	335.000113686508	0.164951738355506	0.358218513490613	0.901624099693287	914	0.641781486509387	HVO_RS11720
HVO_RS11705	220.308355249369	260.534235235577	-0.0429012265717993	0.0159679483823111	-0.241948750185543	1286	0.984032051617689	HVO_RS11705
HVO_RS11700	824.666135229474	632.340924851064	0.0772643109856593	0.183659980581347	0.383107571591066	470	0.816340019418653	HVO_RS11700
HVO_RS11455	449.059569572196	332.322608980925	0.0964469966937229	0.228247467766765	0.434322389432115	1133	0.771752532233235	HVO_RS11455
HVO_RS11405	916.330630293917	1437.57866477912	-0.165382778245062	0.10943084051399	-0.649700752566298	455	0.89056915948601	HVO_RS11405
HVO_RS11250	7711.0295105027	11750.2332432041	-0.217549177460293	0.252814948799132	-0.607694000326517	206	0.747185051200868	HVO_RS11250
HVO_RS11245	1323.82948367825	1327.41842295935	-0.00158565244223865	0.0453282922364303	-0.00390589507121898	392	0.95467170776357	HVO_RS11245
HVO_RS11065	2077.12369195116	1450.3343995328	0.177872822311189	0.377767687980467	0.518201553958095	311	0.622232312019533	HVO_RS11065
HVO_RS10710	1076.36370147306	1607.96958972583	-0.151132747039883	0.0739738846937321	-0.579074477723452	428	0.926026115306268	HVO_RS10710
HVO_RS10340	201.756048276048	695.736891985945	-0.349418080148861	0.607886475372755	-1.78592989925106	542	0.392113524627245	HVO_RS10340
HVO_RS10305	1399.41886902438	3319.0774983046	-0.374318912132	0.669981181477815	-1.24595446636813	248	0.330018818522185	HVO_RS10305
HVO_RS10300	485.011937067452	301.400086052909	0.128791496302776	0.296700586783739	0.686340426368749	908	0.703299413216261	HVO_RS10300
HVO_RS10190	183.922858447218	917.559978223332	-0.425096091783781	0.761909913545416	-2.31870167274382	275	0.238090086454584	HVO_RS10190
HVO_RS10185	251.614082384672	815.183074168449	-0.319379281373426	0.523551307663753	-1.69591142730302	323	0.476448692336247	HVO_RS10185
HVO_RS10170	212.551134564162	321.740221651284	-0.115014301078477	0.0130797580388464	-0.598086342760958	848	0.986920241961154	HVO_RS10170
HVO_RS09940	1715.86382489849	1261.36564965847	0.142414268384849	0.321545039213979	0.443948511180655	758	0.678454960786021	HVO_RS09940
HVO_RS09845	500.562704861504	613.23088702656	-0.0667341381755394	0.00425595641118703	-0.292879559073163	566	0.995744043588813	HVO_RS09845
HVO_RS09565	891.960144344537	995.553690703968	-0.0409768593502374	0.0170644246676783	-0.15851987598326	758	0.982935575332322	HVO_RS09565
HVO_RS09430	317.516108538882	144.003742627272	0.18892729295914	0.394224023859755	1.14072347846399	1529	0.605775976140245	HVO_RS09430
HVO_RS09415	1355.30703492835	649.096221472402	0.245290948059055	0.478008014990848	1.0621154575722	368	0.521991985009152	HVO_RS09415
HVO_RS09410	2639.12896270995	1970.23240914727	0.169203371801635	0.364720152974048	0.421696030178026	260	0.635279847025952	HVO_RS09410
HVO_RS09405	1774.27035315514	1556.41250515659	0.0661541863249822	0.158034339700095	0.189001379044976	461	0.841965660299905	HVO_RS09405
HVO_RS09390	836.197448735818	617.816022333132	0.113331518083931	0.26553335082392	0.436666355629082	701	0.73446664917608	HVO_RS09390
HVO_RS09360	33.6431435480574	207.602563316856	-0.413968627400612	0.745695842181087	-2.62543983755144	1154	0.254304157818913	HVO_RS09360
HVO_RS09085	104.264595790556	286.355235086725	-0.247626252493376	0.329393351652805	-1.45755662097676	911	0.670606648347195	HVO_RS09085
HVO_RS09065	218.81564628071	231.709078200096	-0.0176610657494234	0.0319739526962515	-0.082598668238758	1109	0.968026047303749	HVO_RS09065
HVO_RS09060	1034.08324122448	1385.03996512936	-0.107478591875375	0.00678162464648657	-0.421575281810234	203	0.993218375353513	HVO_RS09060
HVO_RS08955	336.062956994445	161.952100881739	0.20851952609129	0.423552566018708	1.05316434510489	1760	0.576447433981292	HVO_RS08955
HVO_RS08935	1440.95404458607	4416.75797704712	-0.479789822090515	0.821744367300851	-1.6159634545729	191	0.178255632699149	HVO_RS08935
HVO_RS08920	2797.11337543777	3821.39781394391	-0.128692635321021	0.0303193596272161	-0.450161720716502	923	0.969680640372784	HVO_RS08920
HVO_RS08875	366.718399501439	128.967210586241	0.24626525733953	0.479369733243936	1.50766834010816	1466	0.520630266756064	HVO_RS08875
HVO_RS08820	553.410692704524	265.153902966008	0.222600097516233	0.444793244753272	1.06152053463192	1430	0.555206755246728	HVO_RS08820
HVO_RS08815	1008.827720786	622.161574613192	0.178797299204252	0.379146967626223	0.697318623714013	905	0.620853032373777	HVO_RS08815
HVO_RS08670	2366.80613893979	3790.29851512791	-0.205661157794476	0.220914021877127	-0.679369933971413	257	0.779085978122873	HVO_RS08670
HVO_RS08570	681.366434035355	1586.72827339002	-0.301875041817871	0.473328921719834	-1.21955230513732	287	0.526671078280166	HVO_RS08570
HVO_RS08515	884.655946243973	292.539759203991	0.387929742042065	0.620652463792307	1.5964837668149	1007	0.379347536207693	HVO_RS08515
HVO_RS08450	1012.76479506273	541.431680536894	0.241364379977657	0.472452005643879	0.903447950043796	545	0.527547994356121	HVO_RS08450
HVO_RS08200	1419.16592968932	816.047922846084	0.240757381138326	0.471581866193785	0.798317497159874	533	0.528418133806215	HVO_RS08200
HVO_RS08070	9990.37109916475	6423.44237908733	0.259637456464064	0.497254076994918	0.637191611394358	281	0.502745923005082	HVO_RS08070
HVO_RS08065	4001.56225505005	1485.78795640212	0.493422644651333	0.64306238636812	1.42933511744118	194	0.35693761363188	HVO_RS08065
HVO_RS08060	1115.03680319215	409.62182763434	0.365542654219437	0.601818954687482	1.4447268290977	800	0.398181045312518	HVO_RS08060
HVO_RS08055	2466.99297276829	1032.94464140314	0.335965892411412	0.573887917900986	1.25599066819892	191	0.426112082099014	HVO_RS08055
HVO_RS08030	606.23674625056	174.948564471603	0.313788981663841	0.553643832767016	1.7929504751614	860	0.446356167232984	HVO_RS08030
HVO_RS07955	110.425258693821	168.471208107323	-0.146285082630905	0.063098742649721	-0.609431842301987	1304	0.936901257350279	HVO_RS07955
HVO_RS07845	12650.5881480411	9409.6623517721	0.171663286136742	0.368445232267479	0.426989599335119	269	0.631554767732521	HVO_RS07845
HVO_RS07045	2327.53139761852	946.077798921016	0.430849499574568	0.639933034754658	1.29876989853042	530	0.360066965245342	HVO_RS07045
HVO_RS07000	39.2736627210125	172.573963266951	-0.33557881426275	0.569810066027899	-2.13558076005424	656	0.430189933972101	HVO_RS07000
HVO_RS06950	333.061751094834	210.225730000571	0.151207712195315	0.336402618678642	0.663850429218646	1139	0.663597381321358	HVO_RS06950
HVO_RS06875	124.37287705554	38.5136102207437	0.26150653293371	0.499619156008444	1.69123162909756	2876	0.500380843991556	HVO_RS06875
HVO_RS06735	332.953576062724	63.3771847895547	0.402368950706374	0.629903497443932	2.39328555355961	1814	0.370096502556068	HVO_RS06735
HVO_RS06705	49.5240527473518	90.2717157579453	-0.13919298842597	0.0485476282450351	-0.866144647600245	1496	0.951452371754965	HVO_RS06705
HVO_RS06440	3107.16085639144	1373.83212670538	0.403243881195081	0.630373686214835	1.17739120406594	308	0.369626313785165	HVO_RS06440
HVO_RS06435	1385.19110078264	777.361387527373	0.216909860202191	0.43621672573825	0.833427669847647	1265	0.56378327426175	HVO_RS06435
HVO_RS06420	182.875095653598	115.633431101166	0.14103376044502	0.319133607627323	0.661300059272348	2183	0.680866392372677	HVO_RS06420
