genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013966.1_cds_WP_004040808.1_902	7	HVO_RS03840	3840	457632	457904	pHV4	0
lcl|NC_013966.1_cds_WP_004040822.1_920	7	HVO_RS03925	3925	476319	476540	pHV4	0
lcl|NC_013966.1_cds_WP_004040823.1_921	7	HVO_RS03930	3930	476751	477503	pHV4	1
lcl|NC_013966.1_cds_WP_004040848.1_946	7	HVO_RS04055	4055	504016	504654	pHV4	0
lcl|NC_013966.1_cds_WP_004040849.1_947	7	HVO_RS04060	4060	504796	505668	pHV4	1
lcl|NC_013966.1_cds_WP_004040853.1_951	7	HVO_RS04080	4080	508652	509119	pHV4	0
lcl|NC_013966.1_cds_WP_004040854.1_952	7	HVO_RS04085	4085	509255	509860	pHV4	1
lcl|NC_013966.1_cds_WP_004040864.1_962	7	HVO_RS04130	4130	517796	518179	pHV4	0
lcl|NC_013966.1_cds_WP_013035071.1_984	7	HVO_RS04235	4235	536700	537950	pHV4	0
lcl|NC_013966.1_cds_WP_004040915.1_1003	7	HVO_RS04330	4330	559953	561179	pHV4	0
lcl|NC_013966.1_cds_WP_004040943.1_1031	7	HVO_RS04470	4470	591104	592339	pHV4	0
lcl|NC_013966.1_cds_WP_013035211.1_1049	7	HVO_RS04560	4560	607019	607660	pHV4	0
lcl|NC_013966.1_cds_WP_004040976.1_1064	7	HVO_RS04635	4635	620140	620598	pHV4	0
lcl|NC_013966.1_cds_WP_013035098.1_1065	7	HVO_RS04640	4640	620616	621026	pHV4	1
lcl|NC_013966.1_cds_WP_004040978.1_1066	7	HVO_RS04645	4645	621243	623930	pHV4	1
lcl|NC_013966.1_cds_WP_013035036.1_1079	7	HVO_RS04705	4705	634653	634937	pHV4	0
lcl|NC_013967.1_cds_WP_004044961.1_1086	7	HVO_RS04735	4735	6854	7282	Chromosome	0
lcl|NC_013967.1_cds_WP_004044967.1_1089	7	HVO_RS04750	4750	10248	10907	Chromosome	0
lcl|NC_013967.1_cds_WP_004045016.1_1106	7	HVO_RS04840	4840	27832	28101	Chromosome	0
lcl|NC_013967.1_cds_WP_004045032.1_1112	7	HVO_RS04865	4865	32744	33238	Chromosome	0
lcl|NC_013967.1_cds_WP_004045034.1_1113	7	HVO_RS04870	4870	33689	34879	Chromosome	1
lcl|NC_013967.1_cds_WP_004045116.1_1149	7	HVO_RS05045	5045	73059	73280	Chromosome	0
lcl|NC_013967.1_cds_WP_004045139.1_1160	7	HVO_RS05100	5100	83382	83753	Chromosome	0
lcl|NC_013967.1_cds_WP_049914910.1_1206	7	HVO_RS05335	5335	121969	122181	Chromosome	0
lcl|NC_013967.1_cds_WP_004045246.1_1209	7	HVO_RS05350	5350	124992	125534	Chromosome	0
lcl|NC_013967.1_cds_WP_004045280.1_1242	7	HVO_RS05515	5515	151249	151560	Chromosome	0
lcl|NC_013967.1_cds_WP_004045285.1_1247	7	HVO_RS05540	5540	154782	155429	Chromosome	0
lcl|NC_013967.1_cds_WP_004045314.1_1274	7	HVO_RS05675	5675	180124	180504	Chromosome	0
lcl|NC_013967.1_cds_WP_049914914.1_1278	7	HVO_RS05695	5695	182364	184730	Chromosome	0
lcl|NC_013967.1_cds_WP_004045328.1_1288	7	HVO_RS05745	5745	193386	194348	Chromosome	0
lcl|NC_013967.1_cds_WP_004045341.1_1301	7	HVO_RS05810	5810	205994	206515	Chromosome	0
lcl|NC_013967.1_cds_WP_004044638.1_1356	7	HVO_RS06075	6075	256281	256670	Chromosome	0
lcl|NC_013967.1_cds_WP_049941501.1_1443	7	HVO_RS06530	6530	338106	338621	Chromosome	0
lcl|NC_013967.1_cds_WP_004044534.1_1452	7	HVO_RS06575	6575	345139	345441	Chromosome	0
lcl|NC_013967.1_cds_WP_004044525.1_1461	7	HVO_RS06620	6620	354646	354945	Chromosome	0
lcl|NC_013967.1_cds_WP_004044482.1_1503	7	HVO_RS06825	6825	393182	393352	Chromosome	0
lcl|NC_013967.1_cds_WP_004044473.1_1511	7	HVO_RS06865	6865	399548	399955	Chromosome	0
lcl|NC_013967.1_cds_WP_004044470.1_1514	7	HVO_RS06880	6880	403730	403948	Chromosome	0
lcl|NC_013967.1_cds_WP_004044465.1_1518	7	HVO_RS06900	6900	407615	407797	Chromosome	0
lcl|NC_013967.1_cds_WP_004044462.1_1521	7	HVO_RS06920	6920	409132	409338	Chromosome	0
lcl|NC_013967.1_cds_WP_004044461.1_1522	7	HVO_RS06925	6925	409378	410376	Chromosome	1
lcl|NC_013967.1_cds_WP_004044460.1_1523	7	HVO_RS06930	6930	410369	411793	Chromosome	1
lcl|NC_013967.1_cds_WP_004044443.1_1540	7	HVO_RS07015	7015	427742	428230	Chromosome	0
lcl|NC_013967.1_cds_WP_004044434.1_1549	7	HVO_RS07060	7060	434848	435303	Chromosome	0
lcl|NC_013967.1_cds_WP_004044432.1_1551	7	HVO_RS07070	7070	435901	436059	Chromosome	0
lcl|NC_013967.1_cds_WP_004044415.1_1566	7	HVO_RS07160	7160	446839	447285	Chromosome	0
lcl|NC_013967.1_cds_WP_004044404.1_1577	7	HVO_RS07220	7220	454913	455344	Chromosome	0
lcl|NC_013967.1_cds_WP_004044391.1_1591	7	HVO_RS07300	7300	470089	470577	Chromosome	0
lcl|NC_013967.1_cds_WP_004044390.1_1592	7	HVO_RS07305	7305	470736	473552	Chromosome	1
lcl|NC_013967.1_cds_WP_004044389.1_1593	7	HVO_RS07310	7310	473683	474102	Chromosome	1
lcl|NC_013967.1_cds_1606	7	HVO_RS07375	7375	492257	493255	Chromosome	0
lcl|NC_013967.1_cds_WP_004044375.1_1607	7	HVO_RS07380	7380	493539	494351	Chromosome	1
lcl|NC_013967.1_cds_WP_004044356.1_1626	7	HVO_RS07475	7475	513578	513793	Chromosome	0
lcl|NC_013967.1_cds_WP_013035353.1_1631	7	HVO_RS07500	7500	517346	517531	Chromosome	0
lcl|NC_013967.1_cds_WP_004044335.1_1646	7	HVO_RS07580	7580	530034	530474	Chromosome	0
lcl|NC_013967.1_cds_WP_004044332.1_1649	7	HVO_RS07595	7595	532608	533282	Chromosome	0
lcl|NC_013967.1_cds_WP_004044313.1_1668	7	HVO_RS07690	7690	552851	554632	Chromosome	0
lcl|NC_013967.1_cds_WP_013035296.1_1680	7	HVO_RS07750	7750	567596	569050	Chromosome	0
lcl|NC_013967.1_cds_WP_004044291.1_1690	7	HVO_RS07805	7805	578988	579335	Chromosome	0
lcl|NC_013967.1_cds_WP_004044281.1_1699	7	HVO_RS07850	7850	584724	585749	Chromosome	0
lcl|NC_013967.1_cds_WP_004044267.1_1712	7	HVO_RS07915	7915	596686	597696	Chromosome	0
lcl|NC_013967.1_cds_WP_004044266.1_1713	7	HVO_RS07920	7920	597693	598727	Chromosome	1
lcl|NC_013967.1_cds_WP_013035285.1_1731	7	HVO_RS08010	8010	617184	617507	Chromosome	0
lcl|NC_013967.1_cds_WP_004044217.1_1760	7	HVO_RS08160	8160	645525	645827	Chromosome	0
lcl|NC_013967.1_cds_WP_013035638.1_1772	7	HVO_RS08220	8220	655014	655994	Chromosome	0
lcl|NC_013967.1_cds_WP_004044195.1_1780	7	HVO_RS08260	8260	662596	663036	Chromosome	0
lcl|NC_013967.1_cds_WP_004044192.1_1783	7	HVO_RS08275	8275	665970	667052	Chromosome	0
lcl|NC_013967.1_cds_WP_004044171.1_1803	7	HVO_RS08375	8375	687866	688354	Chromosome	0
lcl|NC_013967.1_cds_WP_004044163.1_1810	7	HVO_RS08410	8410	694155	695057	Chromosome	0
lcl|NC_013967.1_cds_WP_004044154.1_1819	7	HVO_RS08455	8455	702504	704588	Chromosome	0
lcl|NC_013967.1_cds_WP_004044135.1_1837	7	HVO_RS08545	8545	720565	721839	Chromosome	0
lcl|NC_013967.1_cds_WP_004044134.1_1838	7	HVO_RS08550	8550	721979	722581	Chromosome	1
lcl|NC_013967.1_cds_WP_004044131.1_1840	7	HVO_RS08560	8560	724281	724529	Chromosome	0
lcl|NC_013967.1_cds_WP_013035511.1_1849	7	HVO_RS08605	8605	734301	734900	Chromosome	0
lcl|NC_013967.1_cds_WP_004044104.1_1867	7	HVO_RS08695	8695	751246	752172	Chromosome	0
lcl|NC_013967.1_cds_WP_004044075.1_1894	7	HVO_RS08830	8830	778355	778846	Chromosome	0
lcl|NC_013967.1_cds_WP_004044066.1_1904	7	HVO_RS08880	8880	791288	791674	Chromosome	0
lcl|NC_013967.1_cds_WP_004044061.1_1908	7	HVO_RS08900	8900	795023	795406	Chromosome	0
lcl|NC_013967.1_cds_WP_004044046.1_1923	7	HVO_RS08975	8975	807803	809728	Chromosome	0
lcl|NC_013967.1_cds_WP_004044034.1_1935	7	HVO_RS09035	9035	822927	823331	Chromosome	0
lcl|NC_013967.1_cds_WP_049914886.1_1947	7	HVO_RS09095	9095	833161	833736	Chromosome	0
lcl|NC_013967.1_cds_WP_004044015.1_1958	7	HVO_RS09150	9150	842405	842875	Chromosome	0
lcl|NC_013967.1_cds_WP_004044014.1_1959	7	HVO_RS09155	9155	843073	843501	Chromosome	1
lcl|NC_013967.1_cds_WP_004044013.1_1960	7	HVO_RS09160	9160	843545	843985	Chromosome	1
lcl|NC_013967.1_cds_WP_004044012.1_1961	7	HVO_RS09165	9165	844064	844780	Chromosome	1
lcl|NC_013967.1_cds_WP_004044010.1_1963	7	HVO_RS09175	9175	847700	849742	Chromosome	0
lcl|NC_013967.1_cds_WP_004044009.1_1964	7	HVO_RS09180	9180	849735	850499	Chromosome	1
lcl|NC_013967.1_cds_WP_004044008.1_1965	7	HVO_RS09185	9185	850537	850977	Chromosome	1
lcl|NC_013967.1_cds_WP_004044003.1_1970	7	HVO_RS09210	9210	855224	855442	Chromosome	0
lcl|NC_013967.1_cds_WP_004044002.1_1971	7	HVO_RS09215	9215	855608	855835	Chromosome	1
lcl|NC_013967.1_cds_WP_004044001.1_1972	7	HVO_RS09220	9220	855836	856375	Chromosome	1
lcl|NC_013967.1_cds_WP_004043995.1_1978	7	HVO_RS09250	9250	859880	860539	Chromosome	0
lcl|NC_013967.1_cds_WP_004043979.1_1993	7	HVO_RS09325	9325	872721	873692	Chromosome	0
lcl|NC_013967.1_cds_WP_004043954.1_2016	7	HVO_RS09440	9440	899702	900082	Chromosome	0
lcl|NC_013967.1_cds_WP_004043951.1_2019	7	HVO_RS09455	9455	902466	902693	Chromosome	0
lcl|NC_013967.1_cds_WP_004043945.1_2024	7	HVO_RS09480	9480	907962	908150	Chromosome	0
lcl|NC_013967.1_cds_WP_004043944.1_2025	7	HVO_RS09485	9485	908202	909338	Chromosome	1
lcl|NC_013967.1_cds_WP_004043931.1_2038	7	HVO_RS09550	9550	920489	920722	Chromosome	0
lcl|NC_013967.1_cds_WP_049914880.1_2060	7	HVO_RS09665	9665	943502	945196	Chromosome	0
lcl|NC_013967.1_cds_WP_004043908.1_2061	7	HVO_RS09670	9670	945296	945793	Chromosome	1
lcl|NC_013967.1_cds_WP_004043906.1_2063	7	HVO_RS09680	9680	946398	946871	Chromosome	0
lcl|NC_013967.1_cds_WP_004043856.1_2106	7	HVO_RS09895	9895	986942	987574	Chromosome	0
lcl|NC_013967.1_cds_WP_004043851.1_2111	7	HVO_RS09920	9920	993047	993472	Chromosome	0
lcl|NC_013967.1_cds_WP_013035526.1_2143	7	HVO_RS10080	10080	1021329	1021658	Chromosome	0
lcl|NC_013967.1_cds_WP_004043816.1_2144	7	HVO_RS10085	10085	1021655	1022863	Chromosome	1
lcl|NC_013967.1_cds_WP_004043807.1_2153	7	HVO_RS10130	10130	1030927	1031508	Chromosome	0
lcl|NC_013967.1_cds_WP_004043793.1_2167	7	HVO_RS10200	10200	1045260	1045706	Chromosome	0
lcl|NC_013967.1_cds_WP_004043788.1_2172	7	HVO_RS10230	10230	1049190	1049582	Chromosome	0
lcl|NC_013967.1_cds_WP_004043752.1_2208	7	HVO_RS10415	10415	1080889	1082415	Chromosome	0
lcl|NC_013967.1_cds_WP_004043750.1_2210	7	HVO_RS10425	10425	1083296	1084135	Chromosome	0
lcl|NC_013967.1_cds_WP_004043749.1_2211	7	HVO_RS10430	10430	1084392	1085606	Chromosome	1
lcl|NC_013967.1_cds_WP_004043743.1_2217	7	HVO_RS10460	10460	1089724	1090161	Chromosome	0
lcl|NC_013967.1_cds_WP_004043709.1_2250	7	HVO_RS10625	10625	1124201	1124395	Chromosome	0
lcl|NC_013967.1_cds_WP_004043704.1_2255	7	HVO_RS10650	10650	1129774	1130748	Chromosome	0
lcl|NC_013967.1_cds_WP_004043699.1_2260	7	HVO_RS10675	10675	1134411	1135709	Chromosome	0
lcl|NC_013967.1_cds_2286	7	HVO_RS10805	10805	1157491	1159534	Chromosome	0
lcl|NC_013967.1_cds_WP_004043654.1_2301	7	HVO_RS10880	10880	1171941	1172195	Chromosome	0
lcl|NC_013967.1_cds_WP_004043653.1_2302	7	HVO_RS10885	10885	1172274	1173056	Chromosome	1
lcl|NC_013967.1_cds_WP_004043652.1_2303	7	HVO_RS10890	10890	1173162	1173758	Chromosome	1
lcl|NC_013967.1_cds_WP_004043627.1_2326	7	HVO_RS11010	11010	1195278	1196453	Chromosome	0
lcl|NC_013967.1_cds_WP_004043595.1_2357	7	HVO_RS11170	11170	1222322	1222636	Chromosome	0
lcl|NC_013967.1_cds_WP_004043591.1_2361	7	HVO_RS11190	11190	1225438	1225965	Chromosome	0
lcl|NC_013967.1_cds_WP_004043562.1_2390	7	HVO_RS11335	11335	1255092	1255466	Chromosome	0
lcl|NC_013967.1_cds_WP_013035442.1_2400	7	HVO_RS11385	11385	1261763	1262536	Chromosome	0
lcl|NC_013967.1_cds_WP_004043550.1_2402	7	HVO_RS11395	11395	1263156	1263755	Chromosome	0
lcl|NC_013967.1_cds_WP_004043535.1_2416	7	HVO_RS11465	11465	1279029	1279313	Chromosome	0
lcl|NC_013967.1_cds_WP_004043531.1_2420	7	HVO_RS11485	11485	1281308	1281985	Chromosome	0
lcl|NC_013967.1_cds_WP_004043475.1_2471	7	HVO_RS11745	11745	1331451	1332260	Chromosome	0
lcl|NC_013967.1_cds_WP_004043453.1_2493	7	HVO_RS11855	11855	1352076	1352402	Chromosome	0
lcl|NC_013967.1_cds_WP_004043450.1_2496	7	HVO_RS11870	11870	1355280	1355915	Chromosome	0
lcl|NC_013967.1_cds_WP_013035585.1_2505	7	HVO_RS11915	11915	1364228	1364704	Chromosome	0
lcl|NC_013967.1_cds_WP_004043439.1_2506	7	HVO_RS11920	11920	1364701	1366398	Chromosome	1
lcl|NC_013967.1_cds_WP_013035640.1_2546	7	HVO_RS12095	12095	1408197	1409507	Chromosome	0
lcl|NC_013967.1_cds_WP_004041423.1_2551	7	HVO_RS12120	12120	1413311	1414009	Chromosome	0
lcl|NC_013967.1_cds_WP_004041424.1_2552	7	HVO_RS12125	12125	1414133	1415131	Chromosome	1
lcl|NC_013967.1_cds_WP_004041429.1_2557	7	HVO_RS12150	12150	1420537	1420980	Chromosome	0
lcl|NC_013967.1_cds_WP_004041430.1_2558	7	HVO_RS12155	12155	1421062	1421682	Chromosome	1
lcl|NC_013967.1_cds_WP_004041441.1_2568	7	HVO_RS12205	12205	1431219	1431596	Chromosome	0
lcl|NC_013967.1_cds_WP_004041454.1_2580	7	HVO_RS12265	12265	1446425	1446895	Chromosome	0
lcl|NC_013967.1_cds_WP_013035367.1_2581	7	HVO_RS12270	12270	1446895	1447794	Chromosome	1
lcl|NC_013967.1_cds_WP_004041485.1_2599	7	HVO_RS12360	12360	1464784	1465530	Chromosome	0
lcl|NC_013967.1_cds_WP_004041500.1_2613	7	HVO_RS12430	12430	1478199	1479374	Chromosome	0
lcl|NC_013967.1_cds_WP_004041511.1_2624	7	HVO_RS12485	12485	1488053	1488436	Chromosome	0
lcl|NC_013967.1_cds_WP_004041525.1_2637	7	HVO_RS12550	12550	1500481	1501104	Chromosome	0
lcl|NC_013967.1_cds_WP_004041546.1_2658	7	HVO_RS12655	12655	1518788	1519168	Chromosome	0
lcl|NC_013967.1_cds_WP_004041554.1_2666	7	HVO_RS12700	12700	1526457	1526765	Chromosome	0
lcl|NC_013967.1_cds_WP_004041561.1_2673	7	HVO_RS12735	12735	1531145	1531567	Chromosome	0
lcl|NC_013967.1_cds_WP_004041567.1_2678	7	HVO_RS12760	12760	1535246	1535425	Chromosome	0
lcl|NC_013967.1_cds_WP_004041570.1_2681	7	HVO_RS12775	12775	1536560	1537000	Chromosome	0
lcl|NC_013967.1_cds_WP_004041575.1_2686	7	HVO_RS12800	12800	1542542	1543999	Chromosome	0
lcl|NC_013967.1_cds_WP_004041592.1_2703	7	HVO_RS12890	12890	1563336	1565687	Chromosome	0
lcl|NC_013967.1_cds_WP_049941505.1_2710	7	HVO_RS12925	12925	1575108	1577114	Chromosome	0
lcl|NC_013967.1_cds_WP_004041639.1_2750	7	HVO_RS13150	13150	1625273	1625896	Chromosome	0
lcl|NC_013967.1_cds_WP_004041640.1_2751	7	HVO_RS13155	13155	1626020	1626556	Chromosome	1
lcl|NC_013967.1_cds_WP_004041663.1_2775	7	HVO_RS13275	13275	1649677	1650921	Chromosome	0
lcl|NC_013967.1_cds_WP_004041691.1_2796	7	HVO_RS13380	13380	1670378	1671808	Chromosome	0
lcl|NC_013967.1_cds_WP_004041718.1_2816	7	HVO_RS13480	13480	1687825	1688127	Chromosome	0
lcl|NC_013967.1_cds_WP_004041719.1_2817	7	HVO_RS13485	13485	1688224	1689318	Chromosome	1
lcl|NC_013967.1_cds_WP_049941506.1_2832	7	HVO_RS13555	13555	1704453	1704632	Chromosome	0
lcl|NC_013967.1_cds_WP_004041746.1_2849	7	HVO_RS13645	13645	1721045	1721830	Chromosome	0
lcl|NC_013967.1_cds_WP_004041758.1_2860	7	HVO_RS13700	13700	1732596	1732892	Chromosome	0
lcl|NC_013967.1_cds_WP_004041770.1_2872	7	HVO_RS13770	13770	1742864	1743340	Chromosome	0
lcl|NC_013967.1_cds_WP_004041796.1_2895	7	HVO_RS13885	13885	1765262	1767262	Chromosome	0
lcl|NC_013967.1_cds_WP_004041821.1_2920	7	HVO_RS14010	14010	1790495	1791451	Chromosome	0
lcl|NC_013967.1_cds_WP_004041823.1_2922	7	HVO_RS14020	14020	1792482	1794722	Chromosome	0
lcl|NC_013967.1_cds_WP_004041831.1_2930	7	HVO_RS14060	14060	1800019	1800366	Chromosome	0
lcl|NC_013967.1_cds_WP_004041840.1_2938	7	HVO_RS14105	14105	1810464	1810847	Chromosome	0
lcl|NC_013967.1_cds_WP_004041841.1_2939	7	HVO_RS14110	14110	1811208	1811531	Chromosome	1
lcl|NC_013967.1_cds_WP_004041853.1_2951	7	HVO_RS14170	14170	1820758	1821099	Chromosome	0
lcl|NC_013967.1_cds_WP_004041895.1_2989	7	HVO_RS14360	14360	1856667	1857056	Chromosome	0
lcl|NC_013967.1_cds_WP_004041896.1_2991	7	HVO_RS14365	14365	1858184	1858579	Chromosome	1
lcl|NC_013967.1_cds_WP_004041898.1_2993	7	HVO_RS14375	14375	1860015	1860512	Chromosome	0
lcl|NC_013967.1_cds_WP_004041900.1_2995	7	HVO_RS14385	14385	1861770	1862669	Chromosome	0
lcl|NC_013967.1_cds_WP_004041901.1_2996	7	HVO_RS14390	14390	1862777	1864156	Chromosome	1
lcl|NC_013967.1_cds_3055	7	HVO_RS14675	14675	1930351	1930872	Chromosome	0
lcl|NC_013967.1_cds_WP_004041959.1_3056	7	HVO_RS14680	14680	1930885	1932135	Chromosome	1
lcl|NC_013967.1_cds_WP_004042040.1_3135	7	HVO_RS15070	15070	2020905	2021102	Chromosome	0
lcl|NC_013967.1_cds_WP_004042060.1_3147	7	HVO_RS15130	15130	2038488	2039477	Chromosome	0
lcl|NC_013967.1_cds_WP_004042071.1_3158	7	HVO_RS15185	15185	2050263	2050733	Chromosome	0
lcl|NC_013967.1_cds_WP_004042102.1_3188	7	HVO_RS15335	15335	2076722	2076955	Chromosome	0
lcl|NC_013967.1_cds_WP_004042103.1_3189	7	HVO_RS15340	15340	2077064	2077747	Chromosome	1
lcl|NC_013967.1_cds_WP_049914813.1_3190	7	HVO_RS15345	15345	2077750	2077986	Chromosome	1
lcl|NC_013967.1_cds_WP_004042115.1_3201	7	HVO_RS15400	15400	2090082	2091164	Chromosome	0
lcl|NC_013967.1_cds_WP_004042118.1_3204	7	HVO_RS15415	15415	2093381	2094415	Chromosome	0
lcl|NC_013967.1_cds_WP_004042126.1_3212	7	HVO_RS15455	15455	2098773	2099213	Chromosome	0
lcl|NC_013967.1_cds_WP_004042128.1_3214	7	HVO_RS15465	15465	2099874	2100302	Chromosome	0
lcl|NC_013967.1_cds_WP_004042130.1_3216	7	HVO_RS15475	15475	2101353	2101568	Chromosome	0
lcl|NC_013967.1_cds_WP_004042161.1_3247	7	HVO_RS15630	15630	2133442	2133699	Chromosome	0
lcl|NC_013967.1_cds_WP_004042199.1_3282	7	HVO_RS15800	15800	2175416	2176162	Chromosome	0
lcl|NC_013967.1_cds_WP_004042200.1_3283	7	HVO_RS15805	15805	2176234	2176902	Chromosome	1
lcl|NC_013967.1_cds_WP_004042213.1_3297	7	HVO_RS15875	15875	2187520	2188938	Chromosome	0
lcl|NC_013967.1_cds_WP_004042220.1_3304	7	HVO_RS15910	15910	2193734	2194300	Chromosome	0
lcl|NC_013967.1_cds_WP_004042273.1_3358	7	HVO_RS16180	16180	2250787	2251929	Chromosome	0
lcl|NC_013967.1_cds_WP_004042283.1_3368	7	HVO_RS16230	16230	2264147	2264398	Chromosome	0
lcl|NC_013967.1_cds_WP_004042284.1_3369	7	HVO_RS16235	16235	2264658	2265191	Chromosome	1
lcl|NC_013967.1_cds_WP_004042285.1_3370	7	HVO_RS16240	16240	2265188	2265427	Chromosome	1
lcl|NC_013967.1_cds_WP_004042302.1_3386	7	HVO_RS16320	16320	2281831	2283093	Chromosome	0
lcl|NC_013967.1_cds_WP_004042326.1_3406	7	HVO_RS16420	16420	2300777	2301568	Chromosome	0
lcl|NC_013967.1_cds_WP_004042374.1_3432	7	HVO_RS16560	16560	2328788	2329297	Chromosome	0
lcl|NC_013967.1_cds_WP_004042450.1_3463	7	HVO_RS16720	16720	2359002	2359286	Chromosome	0
lcl|NC_013967.1_cds_WP_004042484.1_3480	7	HVO_RS16805	16805	2374932	2375969	Chromosome	0
lcl|NC_013967.1_cds_WP_004042491.1_3484	7	HVO_RS16825	16825	2378737	2379234	Chromosome	0
lcl|NC_013967.1_cds_WP_004042535.1_3505	7	HVO_RS16930	16930	2400548	2400949	Chromosome	0
lcl|NC_013967.1_cds_WP_004042542.1_3508	7	HVO_RS16945	16945	2403158	2403649	Chromosome	0
lcl|NC_013967.1_cds_WP_004042543.1_3509	7	HVO_RS16950	16950	2403719	2404660	Chromosome	1
lcl|NC_013967.1_cds_WP_013035417.1_3510	7	HVO_RS16955	16955	2404657	2405013	Chromosome	1
lcl|NC_013967.1_cds_WP_004042625.1_3539	7	HVO_RS17110	17110	2422082	2422366	Chromosome	0
lcl|NC_013967.1_cds_WP_004042629.1_3541	7	HVO_RS17120	17120	2423828	2424142	Chromosome	0
lcl|NC_013967.1_cds_WP_004042635.1_3544	7	HVO_RS17135	17135	2425740	2427344	Chromosome	0
lcl|NC_013967.1_cds_WP_004042743.1_3597	7	HVO_RS17400	17400	2480448	2481356	Chromosome	0
lcl|NC_013967.1_cds_WP_004042795.1_3626	7	HVO_RS17545	17545	2509356	2509727	Chromosome	0
lcl|NC_013967.1_cds_WP_004042798.1_3628	7	HVO_RS17555	17555	2511079	2512068	Chromosome	0
lcl|NC_013967.1_cds_WP_004042805.1_3631	7	HVO_RS17570	17570	2513896	2514693	Chromosome	0
lcl|NC_013967.1_cds_WP_004042825.1_3635	7	HVO_RS17590	17590	2517313	2517888	Chromosome	0
lcl|NC_013967.1_cds_WP_004042840.1_3643	7	HVO_RS17630	17630	2526916	2527164	Chromosome	0
lcl|NC_013967.1_cds_WP_013035460.1_3644	7	HVO_RS17635	17635	2527253	2527597	Chromosome	1
lcl|NC_013967.1_cds_WP_004042852.1_3648	7	HVO_RS17655	17655	2530045	2530257	Chromosome	0
lcl|NC_013967.1_cds_WP_004042890.1_3667	7	HVO_RS17750	17750	2549713	2550495	Chromosome	0
lcl|NC_013967.1_cds_WP_004042892.1_3668	7	HVO_RS17755	17755	2550539	2551348	Chromosome	1
lcl|NC_013967.1_cds_WP_004042922.1_3684	7	HVO_RS17835	17835	2564017	2564538	Chromosome	0
lcl|NC_013967.1_cds_WP_004042948.1_3694	7	HVO_RS17885	17885	2574310	2574639	Chromosome	0
lcl|NC_013967.1_cds_WP_004042994.1_3716	7	HVO_RS17995	17995	2592523	2592780	Chromosome	0
lcl|NC_013967.1_cds_WP_013035402.1_3725	7	HVO_RS18040	18040	2599033	2599398	Chromosome	0
lcl|NC_013967.1_cds_WP_004043015.1_3734	7	HVO_RS18085	18085	2610746	2610973	Chromosome	0
lcl|NC_013967.1_cds_WP_004043016.1_3735	7	HVO_RS18090	18090	2610985	2611947	Chromosome	1
lcl|NC_013967.1_cds_WP_004043038.1_3757	7	HVO_RS18215	18215	2626819	2627550	Chromosome	0
lcl|NC_013967.1_cds_WP_013035593.1_3760	7	HVO_RS18230	18230	2628921	2630234	Chromosome	0
lcl|NC_013967.1_cds_WP_004043047.1_3766	7	HVO_RS18260	18260	2635563	2636099	Chromosome	0
lcl|NC_013967.1_cds_WP_004043048.1_3767	7	HVO_RS18270	18270	2636221	2636640	Chromosome	0
lcl|NC_013967.1_cds_WP_004044680.1_3822	7	HVO_RS18550	18550	2702244	2702813	Chromosome	0
