genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013967.1_cds_WP_004044080.1_1889	8	HVO_RS08805	8805	770134	770319	Chromosome	0
lcl|NC_013967.1_cds_WP_004044072.1_1898	8	HVO_RS08850	8850	781408	782166	Chromosome	0
lcl|NC_013967.1_cds_WP_004044068.1_1902	8	HVO_RS08870	8870	784965	789500	Chromosome	0
lcl|NC_013967.1_cds_WP_013035477.1_1917	8	HVO_RS08945	8945	802107	802304	Chromosome	0
lcl|NC_013967.1_cds_WP_004044021.1_1948	8	HVO_RS09100	9100	833824	834033	Chromosome	0
lcl|NC_013967.1_cds_WP_004043998.1_1975	8	HVO_RS09235	9235	858517	858738	Chromosome	0
lcl|NC_013967.1_cds_WP_004043971.1_1999	8	HVO_RS09355	9355	882969	883490	Chromosome	0
lcl|NC_013967.1_cds_WP_004043966.1_2004	8	HVO_RS09380	9380	888441	889052	Chromosome	0
lcl|NC_013967.1_cds_WP_004043940.1_2029	8	HVO_RS09505	9505	913053	913850	Chromosome	0
lcl|NC_013967.1_cds_WP_004043939.1_2030	8	HVO_RS09510	9510	913947	914231	Chromosome	1
lcl|NC_013967.1_cds_WP_004043915.1_2054	8	HVO_RS09630	9630	936539	936811	Chromosome	0
lcl|NC_013967.1_cds_WP_006600487.1_2076	8	HVO_RS09745	9745	959346	960344	Chromosome	0
lcl|NC_013967.1_cds_WP_004043858.1_2104	8	HVO_RS09885	9885	985780	986346	Chromosome	0
lcl|NC_013967.1_cds_WP_004043857.1_2105	8	HVO_RS09890	9890	986514	986858	Chromosome	1
lcl|NC_013967.1_cds_WP_004043855.1_2107	8	HVO_RS09900	9900	987571	988644	Chromosome	0
lcl|NC_013967.1_cds_WP_004043843.1_2119	8	HVO_RS09960	9960	1000245	1000799	Chromosome	0
lcl|NC_013967.1_cds_WP_004043823.1_2138	8	HVO_RS10055	10055	1018346	1019044	Chromosome	0
lcl|NC_013967.1_cds_WP_004043821.1_2140	8	HVO_RS10065	10065	1019271	1019618	Chromosome	0
lcl|NC_013967.1_cds_WP_004043818.1_2142	8	HVO_RS10075	10075	1020707	1021228	Chromosome	0
lcl|NC_013967.1_cds_WP_004043804.1_2156	8	HVO_RS10145	10145	1033423	1033728	Chromosome	0
lcl|NC_013967.1_cds_WP_013035444.1_2162	8	HVO_RS10175	10175	1041315	1042391	Chromosome	0
lcl|NC_013967.1_cds_2173	8	HVO_RS10235	10235	1049584	1050838	Chromosome	0
lcl|NC_013967.1_cds_WP_004043761.1_2199	8	HVO_RS10370	10370	1074831	1075205	Chromosome	0
lcl|NC_013967.1_cds_WP_004043760.1_2200	8	HVO_RS10375	10375	1075523	1076554	Chromosome	1
lcl|NC_013967.1_cds_WP_004043755.1_2205	8	HVO_RS10400	10400	1079366	1079590	Chromosome	0
lcl|NC_013967.1_cds_WP_004043751.1_2209	8	HVO_RS10420	10420	1082548	1083267	Chromosome	0
lcl|NC_013967.1_cds_WP_004043688.1_2271	8	HVO_RS10730	10730	1141388	1141789	Chromosome	0
lcl|NC_013967.1_cds_WP_004043667.1_2287	8	HVO_RS10810	10810	1159897	1160487	Chromosome	0
lcl|NC_013967.1_cds_WP_004043666.1_2288	8	HVO_RS10815	10815	1160641	1161729	Chromosome	1
lcl|NC_013967.1_cds_WP_013035467.1_2328	8	HVO_RS11020	11020	1197175	1198020	Chromosome	0
lcl|NC_013967.1_cds_WP_004043613.1_2340	8	HVO_RS11080	11080	1206212	1206448	Chromosome	0
lcl|NC_013967.1_cds_WP_004043594.1_2358	8	HVO_RS11175	11175	1222761	1223477	Chromosome	0
lcl|NC_013967.1_cds_WP_004043579.1_2374	8	HVO_RS11255	11255	1239241	1239621	Chromosome	0
lcl|NC_013967.1_cds_WP_004043561.1_2391	8	HVO_RS11340	11340	1255474	1255854	Chromosome	0
lcl|NC_013967.1_cds_WP_004043553.1_2399	8	HVO_RS11380	11380	1261387	1261644	Chromosome	0
lcl|NC_013967.1_cds_WP_004043519.1_2431	8	HVO_RS11540	11540	1291746	1293083	Chromosome	0
lcl|NC_013967.1_cds_WP_004043509.1_2439	8	HVO_RS11580	11580	1299309	1300286	Chromosome	0
lcl|NC_013967.1_cds_WP_004043495.1_2452	8	HVO_RS11650	11650	1311049	1311372	Chromosome	0
lcl|NC_013967.1_cds_WP_004043476.1_2470	8	HVO_RS11740	11740	1330658	1331374	Chromosome	0
lcl|NC_013967.1_cds_WP_004043454.1_2492	8	HVO_RS11850	11850	1351477	1351968	Chromosome	0
lcl|NC_013967.1_cds_WP_004043447.1_2499	8	HVO_RS11885	11885	1358000	1359238	Chromosome	0
lcl|NC_013967.1_cds_WP_004063281.1_2524	8	HVO_RS12010	12010	1381022	1381348	Chromosome	0
lcl|NC_013967.1_cds_WP_004041415.1_2543	8	HVO_RS12080	12080	1403626	1404828	Chromosome	0
lcl|NC_013967.1_cds_WP_013035654.1_2544	8	HVO_RS12085	12085	1405185	1406945	Chromosome	1
lcl|NC_013967.1_cds_WP_004041434.1_2562	8	HVO_RS12175	12175	1425648	1425884	Chromosome	0
lcl|NC_013967.1_cds_WP_004041457.1_2583	8	HVO_RS12280	12280	1448985	1449518	Chromosome	0
lcl|NC_013967.1_cds_WP_004041465.1_2589	8	HVO_RS12310	12310	1454019	1454288	Chromosome	0
lcl|NC_013967.1_cds_WP_004041528.1_2640	8	HVO_RS12565	12565	1502585	1503061	Chromosome	0
lcl|NC_013967.1_cds_WP_004041538.1_2650	8	HVO_RS12615	12615	1510223	1510738	Chromosome	0
lcl|NC_013967.1_cds_2667	8	HVO_RS12705	12705	1526777	1526979	Chromosome	0
lcl|NC_013967.1_cds_WP_004041577.1_2688	8	HVO_RS12810	12810	1545551	1545802	Chromosome	0
lcl|NC_013967.1_cds_WP_004041598.1_2709	8	HVO_RS12920	12920	1573455	1574471	Chromosome	0
lcl|NC_013967.1_cds_WP_004063115.1_2724	8	HVO_RS13000	13000	1594707	1595912	Chromosome	0
lcl|NC_013967.1_cds_WP_004041634.1_2745	8	HVO_RS13125	13125	1620826	1623411	Chromosome	0
lcl|NC_013967.1_cds_WP_004041635.1_2746	8	HVO_RS13130	13130	1623553	1624152	Chromosome	1
lcl|NC_013967.1_cds_WP_004041712.1_2812	8	HVO_RS13460	13460	1684989	1686278	Chromosome	0
lcl|NC_013967.1_cds_WP_004041739.1_2843	8	HVO_RS13615	13615	1715738	1716100	Chromosome	0
lcl|NC_013967.1_cds_WP_004041769.1_2871	8	HVO_RS13765	13765	1741604	1742632	Chromosome	0
lcl|NC_013967.1_cds_WP_004041802.1_2901	8	HVO_RS13915	13915	1772389	1772886	Chromosome	0
lcl|NC_013967.1_cds_WP_004041873.1_2970	8	HVO_RS14265	14265	1838678	1838872	Chromosome	0
lcl|NC_013967.1_cds_WP_004041922.1_3016	8	HVO_RS14495	14495	1882056	1882409	Chromosome	0
lcl|NC_013967.1_cds_WP_004041950.1_3045	8	HVO_RS14625	14625	1913566	1913850	Chromosome	0
lcl|NC_013967.1_cds_WP_004041964.1_3061	8	HVO_RS14705	14705	1938116	1941178	Chromosome	0
lcl|NC_013967.1_cds_WP_004042038.1_3133	8	HVO_RS15060	15060	2018805	2019839	Chromosome	0
lcl|NC_013967.1_cds_WP_004042042.1_3137	8	HVO_RS15080	15080	2023654	2023944	Chromosome	0
lcl|NC_013967.1_cds_WP_004042043.1_3138	8	HVO_RS15085	15085	2024395	2024574	Chromosome	1
lcl|NC_013967.1_cds_WP_004042064.1_3151	8	HVO_RS15150	15150	2042729	2044912	Chromosome	0
lcl|NC_013967.1_cds_WP_004042068.1_3155	8	HVO_RS15170	15170	2049252	2049452	Chromosome	0
lcl|NC_013967.1_cds_WP_013035592.1_3183	8	HVO_RS15310	15310	2073204	2074109	Chromosome	0
lcl|NC_013967.1_cds_WP_004042111.1_3197	8	HVO_RS15380	15380	2086870	2087388	Chromosome	0
lcl|NC_013967.1_cds_WP_004042123.1_3209	8	HVO_RS15440	15440	2097367	2097768	Chromosome	0
lcl|NC_013967.1_cds_WP_004042129.1_3215	8	HVO_RS15470	15470	2100423	2101256	Chromosome	0
lcl|NC_013967.1_cds_WP_004042131.1_3217	8	HVO_RS15480	15480	2101717	2102325	Chromosome	0
lcl|NC_013967.1_cds_WP_004042147.1_3234	8	HVO_RS15565	15565	2119332	2119541	Chromosome	0
lcl|NC_013967.1_cds_WP_004042148.1_3235	8	HVO_RS15570	15570	2119545	2119757	Chromosome	1
lcl|NC_013967.1_cds_WP_004042219.1_3303	8	HVO_RS15905	15905	2192908	2193705	Chromosome	0
lcl|NC_013967.1_cds_WP_004042238.1_3324	8	HVO_RS16005	16005	2213527	2214453	Chromosome	0
lcl|NC_013967.1_cds_WP_004042259.1_3344	8	HVO_RS16110	16110	2235827	2236486	Chromosome	0
lcl|NC_013967.1_cds_WP_004042347.1_3419	8	HVO_RS16485	16485	2315713	2316012	Chromosome	0
lcl|NC_013967.1_cds_WP_004042348.1_3420	8	HVO_RS16490	16490	2316359	2316625	Chromosome	1
lcl|NC_013967.1_cds_3460	8	HVO_RS16700	16700	2357212	2357734	Chromosome	0
lcl|NC_013967.1_cds_WP_004042445.1_3461	8	HVO_RS16705	16705	2358034	2358303	Chromosome	1
lcl|NC_013967.1_cds_WP_004042493.1_3485	8	HVO_RS16830	16830	2379238	2379891	Chromosome	0
lcl|NC_013967.1_cds_WP_004042529.1_3501	8	HVO_RS16915	16915	2397414	2398736	Chromosome	0
lcl|NC_013967.1_cds_WP_004042656.1_3555	8	HVO_RS17190	17190	2437722	2438225	Chromosome	0
lcl|NC_013967.1_cds_WP_004042721.1_3587	8	HVO_RS17350	17350	2468823	2469668	Chromosome	0
lcl|NC_013967.1_cds_WP_004042835.1_3642	8	HVO_RS17625	17625	2526511	2526876	Chromosome	0
lcl|NC_013967.1_cds_WP_004042849.1_3647	8	HVO_RS17650	17650	2529154	2529951	Chromosome	0
lcl|NC_013967.1_cds_WP_004043030.1_3749	8	HVO_RS18170	18170	2620578	2620925	Chromosome	0
lcl|NC_013967.1_cds_WP_004043031.1_3750	8	HVO_RS18175	18175	2621003	2621473	Chromosome	1
lcl|NC_013967.1_cds_WP_004043057.1_3776	8	HVO_RS18315	18315	2644788	2646773	Chromosome	0
lcl|NC_013967.1_cds_WP_004044660.1_3802	8	HVO_RS18445	18445	2678508	2679884	Chromosome	0
lcl|NC_013967.1_cds_WP_004044677.1_3819	8	HVO_RS18535	18535	2699406	2700233	Chromosome	0
lcl|NC_013967.1_cds_WP_004044694.1_3835	8	HVO_RS18615	18615	2714826	2715074	Chromosome	0
lcl|NC_013967.1_cds_WP_004044830.1_3913	8	HVO_RS19035	19035	2800044	2800235	Chromosome	0
lcl|NC_013968.1_cds_WP_049941524.1_13	8	HVO_RS19345	19345	9377	9616	pHV1	0
lcl|NC_013968.1_cds_WP_013035715.1_24	8	HVO_RS19390	19390	17716	17973	pHV1	0
lcl|NC_013968.1_cds_WP_013035700.1_56	8	HVO_RS19520	19520	60310	60609	pHV1	0
lcl|NC_013966.1_cds_797	8	HVO_RS19905	19905	356999	357591	pHV4	0
lcl|NC_013966.1_cds_WP_004041387.1_872	8	HVO_RS20005	20005	427722	428465	pHV4	0
lcl|NC_013967.1_cds_WP_081442890.1_3091	8	HVO_RS20250	20250	1976465	1976662	Chromosome	0
lcl|NC_013967.1_cds_WP_081442891.1_3320	8	HVO_RS20275	20275	2210939	2211193	Chromosome	0
lcl|NC_013968.1_cds_WP_013035703.1_25	8	HVO_RS20360	20360	18022	18489	pHV1	0
