genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013967.1_cds_WP_004043650.1_2304	16	HVO_RS10895	10895	1174083	1174481	Chromosome	0
lcl|NC_013967.1_cds_WP_004043649.1_2305	16	HVO_RS10900	10900	1174580	1175296	Chromosome	1
lcl|NC_013967.1_cds_WP_004043633.1_2320	16	HVO_RS10980	10980	1188454	1189392	Chromosome	0
lcl|NC_013967.1_cds_WP_004043632.1_2321	16	HVO_RS10985	10985	1189396	1191291	Chromosome	1
lcl|NC_013967.1_cds_WP_004043626.1_2327	16	HVO_RS11015	11015	1196487	1197008	Chromosome	0
lcl|NC_013967.1_cds_WP_004043593.1_2359	16	HVO_RS11180	11180	1223505	1223834	Chromosome	0
lcl|NC_013967.1_cds_WP_004043510.1_2438	16	HVO_RS11575	11575	1298230	1299027	Chromosome	0
lcl|NC_013967.1_cds_WP_004043491.1_2456	16	HVO_RS11670	11670	1315527	1316387	Chromosome	0
lcl|NC_013967.1_cds_WP_004043462.1_2484	16	HVO_RS11810	11810	1343855	1344133	Chromosome	0
lcl|NC_013967.1_cds_WP_004041462.1_2587	16	HVO_RS12300	12300	1453098	1453520	Chromosome	0
lcl|NC_013967.1_cds_WP_004041492.1_2605	16	HVO_RS12390	12390	1470929	1471363	Chromosome	0
lcl|NC_013967.1_cds_WP_004041499.1_2612	16	HVO_RS12425	12425	1477729	1477974	Chromosome	0
lcl|NC_013967.1_cds_WP_004041569.1_2680	16	HVO_RS12770	12770	1536158	1536394	Chromosome	0
lcl|NC_013967.1_cds_WP_004041593.1_2704	16	HVO_RS12895	12895	1565815	1566972	Chromosome	0
lcl|NC_013967.1_cds_WP_004041594.1_2705	16	HVO_RS12900	12900	1567095	1568261	Chromosome	1
lcl|NC_013967.1_cds_WP_004041623.1_2734	16	HVO_RS13070	13070	1610465	1611235	Chromosome	0
lcl|NC_013967.1_cds_WP_004041626.1_2737	16	HVO_RS13085	13085	1612996	1613553	Chromosome	0
lcl|NC_013967.1_cds_WP_004041630.1_2741	16	HVO_RS13105	13105	1617657	1618628	Chromosome	0
lcl|NC_013967.1_cds_WP_004041668.1_2778	16	HVO_RS13290	13290	1652567	1654345	Chromosome	0
lcl|NC_013967.1_cds_WP_049914780.1_2857	16	HVO_RS13685	13685	1729602	1729850	Chromosome	0
lcl|NC_013967.1_cds_WP_004041844.1_2942	16	HVO_RS14125	14125	1813914	1814372	Chromosome	0
lcl|NC_013967.1_cds_WP_004041906.1_3001	16	HVO_RS14415	14415	1866807	1867007	Chromosome	0
lcl|NC_013967.1_cds_WP_004041927.1_3020	16	HVO_RS14515	14515	1885450	1886370	Chromosome	0
lcl|NC_013967.1_cds_WP_004041940.1_3036	16	HVO_RS14580	14580	1905450	1905920	Chromosome	0
lcl|NC_013967.1_cds_WP_004041941.1_3037	16	HVO_RS14585	14585	1905983	1907056	Chromosome	1
lcl|NC_013967.1_cds_WP_004041942.1_3038	16	HVO_RS14590	14590	1907059	1907238	Chromosome	1
lcl|NC_013967.1_cds_WP_004041965.1_3062	16	HVO_RS14710	14710	1941469	1942626	Chromosome	0
lcl|NC_013967.1_cds_WP_004041967.1_3064	16	HVO_RS14720	14720	1943302	1944444	Chromosome	0
lcl|NC_013967.1_cds_WP_004041987.1_3082	16	HVO_RS14810	14810	1967493	1967789	Chromosome	0
lcl|NC_013967.1_cds_WP_004042023.1_3119	16	HVO_RS14990	14990	2004170	2005249	Chromosome	0
lcl|NC_013967.1_cds_WP_004042025.1_3120	16	HVO_RS14995	14995	2005712	2006071	Chromosome	1
lcl|NC_013967.1_cds_WP_004042143.1_3230	16	HVO_RS15545	15545	2115430	2116818	Chromosome	0
lcl|NC_013967.1_cds_WP_004042150.1_3237	16	HVO_RS15580	15580	2122480	2122746	Chromosome	0
lcl|NC_013967.1_cds_WP_013035629.1_3242	16	HVO_RS15605	15605	2126758	2128980	Chromosome	0
lcl|NC_013967.1_cds_WP_004042169.1_3253	16	HVO_RS15660	15660	2144264	2144617	Chromosome	0
lcl|NC_013967.1_cds_WP_004042173.1_3257	16	HVO_RS15680	15680	2147711	2148052	Chromosome	0
lcl|NC_013967.1_cds_WP_049941509.1_3266	16	HVO_RS15725	15725	2159320	2160219	Chromosome	0
lcl|NC_013967.1_cds_WP_004042226.1_3311	16	HVO_RS15945	15945	2201120	2202028	Chromosome	0
lcl|NC_013967.1_cds_WP_004042244.1_3329	16	HVO_RS16035	16035	2219002	2220024	Chromosome	0
lcl|NC_013967.1_cds_WP_004042359.1_3425	16	HVO_RS16515	16515	2319307	2319735	Chromosome	0
lcl|NC_013967.1_cds_WP_004042360.1_3426	16	HVO_RS16520	16520	2320189	2323290	Chromosome	1
lcl|NC_013967.1_cds_WP_004042648.1_3550	16	HVO_RS17165	17165	2432748	2433905	Chromosome	0
lcl|NC_013967.1_cds_WP_004042688.1_3571	16	HVO_RS17270	17270	2452379	2452969	Chromosome	0
lcl|NC_013967.1_cds_WP_004042796.1_3627	16	HVO_RS17550	17550	2509804	2510916	Chromosome	0
lcl|NC_013967.1_cds_WP_004042886.1_3665	16	HVO_RS17740	17740	2546945	2549209	Chromosome	0
lcl|NC_013968.1_cds_WP_013035714.1_12	16	HVO_RS19340	19340	7721	9085	pHV1	0
lcl|NC_013968.1_cds_WP_013035707.1_18	16	HVO_RS19365	19365	13539	13925	pHV1	0
lcl|NC_013968.1_cds_WP_013035671.1_31	16	HVO_RS19410	19410	21542	22072	pHV1	0
lcl|NC_013968.1_cds_WP_013035705.1_42	16	HVO_RS19460	19460	44460	45461	pHV1	0
lcl|NC_013968.1_cds_WP_004043317.1_58	16	HVO_RS19530	19530	61032	61364	pHV1	0
lcl|NC_013968.1_cds_WP_013035678.1_63	16	HVO_RS19555	19555	66399	67373	pHV1	0
lcl|NC_013968.1_cds_WP_013035693.1_68	16	HVO_RS19580	19580	72312	74384	pHV1	0
lcl|NC_013968.1_cds_WP_013035730.1_71	16	HVO_RS19595	19595	77782	78945	pHV1	0
lcl|NC_013966.1_cds_WP_013035160.1_504	16	HVO_RS19750	19750	36821	37042	pHV4	0
lcl|NC_013966.1_cds_522	16	HVO_RS19760	19760	50200	50469	pHV4	0
lcl|NC_013966.1_cds_565	16	HVO_RS19775	19775	105533	106533	pHV4	0
lcl|NC_013966.1_cds_WP_013035103.1_591	16	HVO_RS19800	19800	127994	128602	pHV4	0
lcl|NC_013966.1_cds_594	16	HVO_RS19810	19810	131940	132431	pHV4	0
lcl|NC_013966.1_cds_WP_013035004.1_803	16	HVO_RS19925	19925	363319	363651	pHV4	0
lcl|NC_013966.1_cds_WP_081442871.1_855	16	HVO_RS19975	19975	412031	413248	pHV4	0
lcl|NC_013966.1_cds_WP_004043328.1_868	16	HVO_RS19995	19995	423507	424196	pHV4	0
lcl|NC_013966.1_cds_WP_004041394.1_879	16	HVO_RS20020	20020	435957	437012	pHV4	0
lcl|NC_013966.1_cds_WP_004041395.1_880	16	HVO_RS20025	20025	437009	438049	pHV4	1
lcl|NC_013966.1_cds_WP_013035049.1_883	16	HVO_RS20035	20035	440211	441428	pHV4	0
lcl|NC_013967.1_cds_WP_004045379.1_1334	16	HVO_RS20100	20100	234157	234963	Chromosome	0
lcl|NC_013967.1_cds_1897	16	HVO_RS20120	20120	780436	781164	Chromosome	0
lcl|NC_013967.1_cds_1953	16	HVO_RS20125	20125	838204	838419	Chromosome	1
lcl|NC_013967.1_cds_WP_013035234.1_2437	16	HVO_RS20140	20140	1297044	1298123	Chromosome	0
lcl|NC_013967.1_cds_WP_081442889.1_2823	16	HVO_RS20190	20190	1696544	1696873	Chromosome	0
lcl|NC_013967.1_cds_WP_013035257.1_3243	16	HVO_RS20260	20260	2128977	2130371	Chromosome	0
lcl|NC_013968.1_cds_WP_013035695.1_3	16	HVO_RS20335	20335	2344	3240	pHV1	0
lcl|NC_013968.1_cds_WP_013035717.1_36	16	HVO_RS20380	20380	32328	32678	pHV1	0
