genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013966.1_cds_WP_004043273.1_822	12	HVO_RS03505	3505	380521	381015	pHV4	0
lcl|NC_013966.1_cds_WP_004043277.1_827	12	HVO_RS03525	3525	385336	386439	pHV4	0
lcl|NC_013966.1_cds_WP_004062180.1_865	12	HVO_RS03700	3700	421628	421912	pHV4	0
lcl|NC_013966.1_cds_WP_004040826.1_924	12	HVO_RS03945	3945	479387	479971	pHV4	0
lcl|NC_013966.1_cds_WP_004040832.1_929	12	HVO_RS03970	3970	483383	484573	pHV4	0
lcl|NC_013966.1_cds_WP_004040888.1_987	12	HVO_RS04250	4250	541791	543008	pHV4	0
lcl|NC_013966.1_cds_WP_004040985.1_1074	12	HVO_RS04680	4680	630181	630612	pHV4	0
lcl|NC_013967.1_cds_WP_004045008.1_1103	12	HVO_RS04825	4825	24438	25298	Chromosome	0
lcl|NC_013967.1_cds_WP_004045051.1_1123	12	HVO_RS04920	4920	44389	45432	Chromosome	0
lcl|NC_013967.1_cds_WP_004045055.1_1124	12	HVO_RS04925	4925	45429	46304	Chromosome	1
lcl|NC_013967.1_cds_WP_004045057.1_1125	12	HVO_RS04930	4930	46306	46485	Chromosome	1
lcl|NC_013967.1_cds_WP_004045062.1_1128	12	HVO_RS04940	4940	48274	49491	Chromosome	0
lcl|NC_013967.1_cds_WP_004045306.1_1266	12	HVO_RS05635	5635	174066	174335	Chromosome	0
lcl|NC_013967.1_cds_WP_004045307.1_1267	12	HVO_RS05640	5640	174329	174736	Chromosome	1
lcl|NC_013967.1_cds_WP_004044594.1_1397	12	HVO_RS06285	6285	298435	299373	Chromosome	0
lcl|NC_013967.1_cds_WP_004044541.1_1446	12	HVO_RS06545	6545	340199	340432	Chromosome	0
lcl|NC_013967.1_cds_WP_004044487.1_1498	12	HVO_RS06800	6800	391096	391260	Chromosome	0
lcl|NC_013967.1_cds_WP_004044464.1_1519	12	HVO_RS06910	6910	408453	408659	Chromosome	0
lcl|NC_013967.1_cds_WP_004043886.1_2079	12	HVO_RS09760	9760	962244	962924	Chromosome	0
lcl|NC_013967.1_cds_WP_004043803.1_2157	12	HVO_RS10150	10150	1033994	1036267	Chromosome	0
lcl|NC_013967.1_cds_WP_004043648.1_2306	12	HVO_RS10905	10905	1175604	1176335	Chromosome	0
lcl|NC_013967.1_cds_WP_004043606.1_2346	12	HVO_RS11115	11115	1211427	1211816	Chromosome	0
lcl|NC_013967.1_cds_WP_004041407.1_2536	12	HVO_RS12045	12045	1394676	1395617	Chromosome	0
lcl|NC_013967.1_cds_WP_004041539.1_2651	12	HVO_RS12620	12620	1510853	1511410	Chromosome	0
lcl|NC_013967.1_cds_WP_013035645.1_2675	12	HVO_RS12745	12745	1532081	1532731	Chromosome	0
lcl|NC_013967.1_cds_WP_004041622.1_2733	12	HVO_RS13065	13065	1610100	1610468	Chromosome	0
lcl|NC_013967.1_cds_WP_004041624.1_2735	12	HVO_RS13075	13075	1611242	1611874	Chromosome	0
lcl|NC_013967.1_cds_WP_049914773.1_2826	12	HVO_RS13530	13530	1698524	1699651	Chromosome	0
lcl|NC_013967.1_cds_WP_004041730.1_2834	12	HVO_RS13570	13570	1706585	1708384	Chromosome	0
lcl|NC_013967.1_cds_WP_004041799.1_2898	12	HVO_RS13900	13900	1768729	1770297	Chromosome	0
lcl|NC_013967.1_cds_WP_004041905.1_3000	12	HVO_RS14410	14410	1865741	1866544	Chromosome	0
lcl|NC_013967.1_cds_WP_004041934.1_3028	12	HVO_RS14555	14555	1894729	1895808	Chromosome	0
lcl|NC_013967.1_cds_WP_004042153.1_3240	12	HVO_RS15595	15595	2124744	2125901	Chromosome	0
lcl|NC_013967.1_cds_WP_004042159.1_3245	12	HVO_RS15620	15620	2131833	2132333	Chromosome	0
lcl|NC_013967.1_cds_WP_004042298.1_3382	12	HVO_RS16300	16300	2276106	2276522	Chromosome	0
lcl|NC_013967.1_cds_WP_004042381.1_3436	12	HVO_RS16580	16580	2332664	2333533	Chromosome	0
lcl|NC_013967.1_cds_WP_004042383.1_3437	12	HVO_RS16585	16585	2333530	2334675	Chromosome	1
lcl|NC_013967.1_cds_WP_004042699.1_3575	12	HVO_RS17290	17290	2456395	2457615	Chromosome	0
lcl|NC_013967.1_cds_WP_004043049.1_3768	12	HVO_RS18275	18275	2637088	2637306	Chromosome	0
lcl|NC_013968.1_cds_WP_049941515.1_17	12	HVO_RS19360	19360	12637	13536	pHV1	0
lcl|NC_013968.1_cds_WP_013035699.1_37	12	HVO_RS19435	19435	32946	34112	pHV1	0
lcl|NC_013968.1_cds_WP_013035708.1_43	12	HVO_RS19465	19465	45606	46760	pHV1	0
lcl|NC_013968.1_cds_WP_013035723.1_44	12	HVO_RS19470	19470	47163	47717	pHV1	1
lcl|NC_013968.1_cds_WP_013035729.1_61	12	HVO_RS19545	19545	63753	64943	pHV1	0
lcl|NC_013966.1_cds_481	12	HVO_RS19735	19735	20569	20822	pHV4	0
lcl|NC_013966.1_cds_710	12	HVO_RS19870	19870	260771	261226	pHV4	0
lcl|NC_013966.1_cds_WP_013035175.1_718	12	HVO_RS19875	19875	272548	273888	pHV4	1
lcl|NC_013966.1_cds_853	12	HVO_RS19970	19970	410435	411435	pHV4	0
lcl|NC_013966.1_cds_885	12	HVO_RS20040	20040	442928	443446	pHV4	0
lcl|NC_013966.1_cds_WP_081442874.1_954	12	HVO_RS20065	20065	511352	511837	pHV4	0
lcl|NC_013967.1_cds_WP_004041400.1_2529	12	HVO_RS20150	20150	1386375	1387490	Chromosome	0
lcl|NC_013967.1_cds_WP_004041401.1_2530	12	HVO_RS20155	20155	1387487	1388401	Chromosome	1
lcl|NC_013967.1_cds_WP_004041939.1_3035	12	HVO_RS20240	20240	1903778	1905196	Chromosome	0
lcl|NC_013967.1_cds_WP_013035494.1_3244	12	HVO_RS20265	20265	2130371	2131603	Chromosome	0
lcl|NC_013968.1_cds_WP_013035683.1_39	12	HVO_RS20390	20390	35917	38424	pHV1	0
lcl|NC_013968.1_cds_72	12	HVO_RS20415	20415	79142	79477	pHV1	0
