genes	cluster	locus_tag	rs	start	stop	chr	op1
lcl|NC_013966.1_cds_WP_004043238.1_777	3	HVO_RS03305	3305	334054	334635	pHV4	0
lcl|NC_013966.1_cds_806	3	HVO_RS03435	3435	365276	365710	pHV4	0
lcl|NC_013966.1_cds_WP_013035191.1_819	3	HVO_RS03490	3490	378291	379457	pHV4	0
lcl|NC_013966.1_cds_WP_013035021.1_821	3	HVO_RS03500	3500	379843	380139	pHV4	0
lcl|NC_013966.1_cds_WP_013035096.1_832	3	HVO_RS03550	3550	392914	393933	pHV4	0
lcl|NC_013966.1_cds_WP_013035218.1_864	3	HVO_RS03695	3695	420828	421511	pHV4	0
lcl|NC_013966.1_cds_WP_013035066.1_901	3	HVO_RS03835	3835	456445	457611	pHV4	0
lcl|NC_013966.1_cds_WP_004040855.1_953	3	HVO_RS04090	4090	510372	511244	pHV4	0
lcl|NC_013966.1_cds_WP_004040894.1_993	3	HVO_RS04280	4280	546987	547586	pHV4	0
lcl|NC_013966.1_cds_WP_004040958.1_1046	3	HVO_RS04545	4545	604291	604902	pHV4	0
lcl|NC_013966.1_cds_WP_004040984.1_1073	3	HVO_RS04675	4675	629390	629758	pHV4	0
lcl|NC_013967.1_cds_WP_004045081.1_1135	3	HVO_RS04975	4975	55732	56178	Chromosome	0
lcl|NC_013967.1_cds_WP_004045083.1_1136	3	HVO_RS04980	4980	56181	57515	Chromosome	1
lcl|NC_013967.1_cds_WP_004045086.1_1137	3	HVO_RS04985	4985	57512	58591	Chromosome	1
lcl|NC_013967.1_cds_WP_004045088.1_1138	3	HVO_RS04990	4990	58588	60027	Chromosome	1
lcl|NC_013967.1_cds_WP_004045089.1_1139	3	HVO_RS04995	4995	60034	61083	Chromosome	1
lcl|NC_013967.1_cds_WP_004045214.1_1190	3	HVO_RS05250	5250	110903	111055	Chromosome	0
lcl|NC_013967.1_cds_WP_004045216.1_1191	3	HVO_RS05255	5255	111059	111337	Chromosome	1
lcl|NC_013967.1_cds_WP_004045218.1_1192	3	HVO_RS05260	5260	111341	112006	Chromosome	1
lcl|NC_013967.1_cds_WP_004045251.1_1214	3	HVO_RS05375	5375	128123	129109	Chromosome	0
lcl|NC_013967.1_cds_WP_004045267.1_1230	3	HVO_RS05455	5455	142507	142956	Chromosome	0
lcl|NC_013967.1_cds_WP_004065604.1_1248	3	HVO_RS05545	5545	155649	155852	Chromosome	0
lcl|NC_013967.1_cds_WP_004045289.1_1251	3	HVO_RS05560	5560	157928	158671	Chromosome	0
lcl|NC_013967.1_cds_WP_004045298.1_1258	3	HVO_RS05595	5595	165330	165506	Chromosome	0
lcl|NC_013967.1_cds_WP_004045310.1_1270	3	HVO_RS05655	5655	176934	177101	Chromosome	0
lcl|NC_013967.1_cds_WP_004045355.1_1314	3	HVO_RS05875	5875	217441	217899	Chromosome	0
lcl|NC_013967.1_cds_WP_004044613.1_1380	3	HVO_RS06200	6200	278458	278790	Chromosome	0
lcl|NC_013967.1_cds_WP_013035358.1_1381	3	HVO_RS06205	6205	278777	280978	Chromosome	1
lcl|NC_013967.1_cds_WP_004044611.1_1382	3	HVO_RS06210	6210	281153	281410	Chromosome	1
lcl|NC_013967.1_cds_WP_004044610.1_1383	3	HVO_RS06215	6215	281432	282016	Chromosome	1
lcl|NC_013967.1_cds_WP_004044609.1_1384	3	HVO_RS06220	6220	282013	283059	Chromosome	1
lcl|NC_013967.1_cds_WP_004044608.1_1385	3	HVO_RS06225	6225	283056	283376	Chromosome	1
lcl|NC_013967.1_cds_WP_004044607.1_1386	3	HVO_RS06230	6230	283383	285143	Chromosome	1
lcl|NC_013967.1_cds_WP_004044606.1_1387	3	HVO_RS06235	6235	285148	286554	Chromosome	1
lcl|NC_013967.1_cds_WP_004044604.1_1389	3	HVO_RS06245	6245	288859	289566	Chromosome	0
lcl|NC_013967.1_cds_WP_004044584.1_1405	3	HVO_RS06325	6325	306250	306504	Chromosome	0
lcl|NC_013967.1_cds_WP_004044570.1_1419	3	HVO_RS06405	6405	321385	321813	Chromosome	0
lcl|NC_013967.1_cds_WP_004044569.1_1420	3	HVO_RS06410	6410	321816	322430	Chromosome	1
lcl|NC_013967.1_cds_WP_004044567.1_1422	3	HVO_RS06420	6420	323485	325668	Chromosome	0
lcl|NC_013967.1_cds_WP_004044564.1_1425	3	HVO_RS06435	6435	327676	328941	Chromosome	0
lcl|NC_013967.1_cds_WP_004044563.1_1426	3	HVO_RS06440	6440	328944	329252	Chromosome	1
lcl|NC_013967.1_cds_WP_004044506.1_1479	3	HVO_RS06705	6705	373221	374717	Chromosome	0
lcl|NC_013967.1_cds_WP_004044500.1_1485	3	HVO_RS06735	6735	380564	382378	Chromosome	0
lcl|NC_013967.1_cds_WP_013035608.1_1508	3	HVO_RS06850	6850	396573	397619	Chromosome	0
lcl|NC_013967.1_cds_WP_004044471.1_1513	3	HVO_RS06875	6875	400730	403606	Chromosome	0
lcl|NC_013967.1_cds_WP_004044456.1_1527	3	HVO_RS06950	6950	415459	416598	Chromosome	0
lcl|NC_013967.1_cds_WP_004044446.1_1537	3	HVO_RS07000	7000	424661	425317	Chromosome	0
lcl|NC_013967.1_cds_WP_004044437.1_1546	3	HVO_RS07045	7045	432592	433122	Chromosome	0
lcl|NC_013967.1_cds_WP_004044372.1_1610	3	HVO_RS07395	7395	495226	495816	Chromosome	0
lcl|NC_013967.1_cds_WP_004044282.1_1698	3	HVO_RS07845	7845	584352	584621	Chromosome	0
lcl|NC_013967.1_cds_WP_004044258.1_1720	3	HVO_RS07955	7955	604398	605702	Chromosome	0
lcl|NC_013967.1_cds_WP_004044243.1_1735	3	HVO_RS08030	8030	622950	623810	Chromosome	0
lcl|NC_013967.1_cds_WP_004044237.1_1740	3	HVO_RS08055	8055	627962	628153	Chromosome	0
lcl|NC_013967.1_cds_WP_004044236.1_1741	3	HVO_RS08060	8060	628158	628958	Chromosome	1
lcl|NC_013967.1_cds_WP_004044235.1_1742	3	HVO_RS08065	8065	628977	629171	Chromosome	1
lcl|NC_013967.1_cds_WP_004044234.1_1743	3	HVO_RS08070	8070	629175	629456	Chromosome	1
lcl|NC_013967.1_cds_WP_004044208.1_1768	3	HVO_RS08200	8200	652485	653018	Chromosome	0
lcl|NC_013967.1_cds_WP_004044155.1_1818	3	HVO_RS08450	8450	701789	702334	Chromosome	0
lcl|NC_013967.1_cds_WP_004044141.1_1831	3	HVO_RS08515	8515	714561	715568	Chromosome	0
lcl|NC_013967.1_cds_WP_004044129.1_1842	3	HVO_RS08570	8570	726446	726733	Chromosome	0
lcl|NC_013967.1_cds_WP_004044109.1_1862	3	HVO_RS08670	8670	746707	746964	Chromosome	0
lcl|NC_013967.1_cds_WP_004044078.1_1891	3	HVO_RS08815	8815	774651	775556	Chromosome	0
lcl|NC_013967.1_cds_WP_004044077.1_1892	3	HVO_RS08820	8820	775569	776999	Chromosome	1
lcl|NC_013967.1_cds_WP_004044067.1_1903	3	HVO_RS08875	8875	789658	791124	Chromosome	0
lcl|NC_013967.1_cds_WP_004044057.1_1912	3	HVO_RS08920	8920	797576	798499	Chromosome	0
lcl|NC_013967.1_cds_WP_004044054.1_1915	3	HVO_RS08935	8935	800808	800999	Chromosome	0
lcl|NC_013967.1_cds_WP_004044050.1_1919	3	HVO_RS08955	8955	803377	805137	Chromosome	0
lcl|NC_013967.1_cds_WP_004064260.1_1938	3	HVO_RS09050	9050	825916	826275	Chromosome	0
lcl|NC_013967.1_cds_WP_004044029.1_1940	3	HVO_RS09060	9060	826789	826992	Chromosome	0
lcl|NC_013967.1_cds_WP_004044028.1_1941	3	HVO_RS09065	9065	827150	828259	Chromosome	1
lcl|NC_013967.1_cds_WP_004044024.1_1945	3	HVO_RS09085	9085	831303	832214	Chromosome	0
lcl|NC_013967.1_cds_WP_004043970.1_2000	3	HVO_RS09360	9360	883706	884860	Chromosome	0
lcl|NC_013967.1_cds_WP_004043964.1_2006	3	HVO_RS09390	9390	889665	890366	Chromosome	0
lcl|NC_013967.1_cds_WP_004043961.1_2009	3	HVO_RS09405	9405	893082	893543	Chromosome	0
lcl|NC_013967.1_cds_WP_004043960.1_2010	3	HVO_RS09410	9410	893649	893909	Chromosome	1
lcl|NC_013967.1_cds_WP_004043959.1_2011	3	HVO_RS09415	9415	893906	894274	Chromosome	1
lcl|NC_013967.1_cds_WP_004043956.1_2014	3	HVO_RS09430	9430	896613	898142	Chromosome	0
lcl|NC_013967.1_cds_WP_004043928.1_2041	3	HVO_RS09565	9565	923045	923803	Chromosome	0
lcl|NC_013967.1_cds_WP_004043866.1_2096	3	HVO_RS09845	9845	979089	979655	Chromosome	0
lcl|NC_013967.1_cds_WP_004043847.1_2115	3	HVO_RS09940	9940	997547	998305	Chromosome	0
lcl|NC_013967.1_cds_WP_004043799.1_2161	3	HVO_RS10170	10170	1040246	1041094	Chromosome	0
lcl|NC_013967.1_cds_WP_004043796.1_2164	3	HVO_RS10185	10185	1043654	1043977	Chromosome	0
lcl|NC_013967.1_cds_WP_004043795.1_2165	3	HVO_RS10190	10190	1044118	1044393	Chromosome	1
lcl|NC_013967.1_cds_WP_013035666.1_2168	3	HVO_RS10205	10205	1045827	1046489	Chromosome	0
lcl|NC_013967.1_cds_WP_004043776.1_2185	3	HVO_RS10300	10300	1063656	1064564	Chromosome	0
lcl|NC_013967.1_cds_WP_004043775.1_2186	3	HVO_RS10305	10305	1064561	1064809	Chromosome	1
lcl|NC_013967.1_cds_WP_004043768.1_2193	3	HVO_RS10340	10340	1070008	1070550	Chromosome	0
lcl|NC_013967.1_cds_WP_004043692.1_2267	3	HVO_RS10710	10710	1139413	1139841	Chromosome	0
lcl|NC_013967.1_cds_WP_004043616.1_2337	3	HVO_RS11065	11065	1204459	1204770	Chromosome	0
lcl|NC_013967.1_cds_WP_004043581.1_2372	3	HVO_RS11245	11245	1238438	1238830	Chromosome	0
lcl|NC_013967.1_cds_WP_004043580.1_2373	3	HVO_RS11250	11250	1238925	1239131	Chromosome	1
lcl|NC_013967.1_cds_WP_008574128.1_2398	3	HVO_RS11375	11375	1260973	1261293	Chromosome	0
lcl|NC_013967.1_cds_WP_004043548.1_2404	3	HVO_RS11405	11405	1264940	1265395	Chromosome	0
lcl|NC_013967.1_cds_WP_004043537.1_2414	3	HVO_RS11455	11455	1276175	1277308	Chromosome	0
lcl|NC_013967.1_cds_WP_004043485.1_2462	3	HVO_RS11700	11700	1321660	1322130	Chromosome	0
lcl|NC_013967.1_cds_WP_004043484.1_2463	3	HVO_RS11705	11705	1322369	1323655	Chromosome	1
lcl|NC_013967.1_cds_WP_004043481.1_2466	3	HVO_RS11720	11720	1326226	1327140	Chromosome	0
lcl|NC_013967.1_cds_WP_004043432.1_2513	3	HVO_RS11955	11955	1371265	1371873	Chromosome	0
lcl|NC_013967.1_cds_WP_013035321.1_2526	3	HVO_RS12020	12020	1383031	1384200	Chromosome	0
lcl|NC_013967.1_cds_WP_013035363.1_2537	3	HVO_RS12050	12050	1395734	1398898	Chromosome	0
lcl|NC_013967.1_cds_WP_004041458.1_2584	3	HVO_RS12285	12285	1449766	1450959	Chromosome	0
lcl|NC_013967.1_cds_WP_004041481.1_2596	3	HVO_RS12345	12345	1460975	1462852	Chromosome	0
lcl|NC_013967.1_cds_WP_013035588.1_2608	3	HVO_RS12405	12405	1473091	1474137	Chromosome	0
lcl|NC_013967.1_cds_WP_004041509.1_2622	3	HVO_RS12475	12475	1486496	1486942	Chromosome	0
lcl|NC_013967.1_cds_WP_004041527.1_2639	3	HVO_RS12560	12560	1501509	1502429	Chromosome	0
lcl|NC_013967.1_cds_WP_004041540.1_2652	3	HVO_RS12625	12625	1511538	1512746	Chromosome	0
lcl|NC_013967.1_cds_WP_004041544.1_2656	3	HVO_RS12645	12645	1517250	1517702	Chromosome	0
lcl|NC_013967.1_cds_WP_004041557.1_2669	3	HVO_RS12715	12715	1527627	1528091	Chromosome	0
lcl|NC_013967.1_cds_WP_004041574.1_2685	3	HVO_RS12795	12795	1540595	1542526	Chromosome	0
lcl|NC_013967.1_cds_WP_004041585.1_2696	3	HVO_RS12855	12855	1554057	1555769	Chromosome	0
lcl|NC_013967.1_cds_WP_004041606.1_2716	3	HVO_RS12955	12955	1586571	1587305	Chromosome	0
lcl|NC_013967.1_cds_WP_004041618.1_2728	3	HVO_RS13045	13045	1604209	1604640	Chromosome	0
lcl|NC_013967.1_cds_WP_004041629.1_2740	3	HVO_RS13100	13100	1616925	1617608	Chromosome	0
lcl|NC_013967.1_cds_WP_004041632.1_2743	3	HVO_RS13115	13115	1619596	1620450	Chromosome	0
lcl|NC_013967.1_cds_WP_013035466.1_2774	3	HVO_RS13270	13270	1648457	1649626	Chromosome	0
lcl|NC_013967.1_cds_WP_013035390.1_2819	3	HVO_RS13495	13495	1690567	1691148	Chromosome	0
lcl|NC_013967.1_cds_WP_004041728.1_2830	3	HVO_RS13545	13545	1703287	1703676	Chromosome	0
lcl|NC_013967.1_cds_WP_004041777.1_2877	3	HVO_RS13795	13795	1747097	1747402	Chromosome	0
lcl|NC_013967.1_cds_WP_004041779.1_2879	3	HVO_RS13805	13805	1748024	1748221	Chromosome	0
lcl|NC_013967.1_cds_WP_004041780.1_2880	3	HVO_RS13810	13810	1748221	1748793	Chromosome	1
lcl|NC_013967.1_cds_WP_004041835.1_2933	3	HVO_RS14080	14080	1804460	1806424	Chromosome	0
lcl|NC_013967.1_cds_WP_004041836.1_2934	3	HVO_RS14085	14085	1806697	1807170	Chromosome	1
lcl|NC_013967.1_cds_WP_004041861.1_2958	3	HVO_RS14205	14205	1827568	1828161	Chromosome	0
lcl|NC_013967.1_cds_WP_004041915.1_3009	3	HVO_RS14460	14460	1874485	1874946	Chromosome	0
lcl|NC_013967.1_cds_WP_004041944.1_3040	3	HVO_RS14600	14600	1908182	1909114	Chromosome	0
lcl|NC_013967.1_cds_WP_004041952.1_3047	3	HVO_RS14635	14635	1915383	1916003	Chromosome	0
lcl|NC_013967.1_cds_WP_004041953.1_3048	3	HVO_RS14640	14640	1916182	1917294	Chromosome	1
lcl|NC_013967.1_cds_WP_049914806.1_3051	3	HVO_RS14655	14655	1921933	1923462	Chromosome	0
lcl|NC_013967.1_cds_WP_013035656.1_3052	3	HVO_RS14660	14660	1923913	1926396	Chromosome	1
lcl|NC_013967.1_cds_WP_004042013.1_3108	3	HVO_RS14935	14935	1995516	1996334	Chromosome	0
lcl|NC_013967.1_cds_WP_004042022.1_3118	3	HVO_RS14985	14985	2003736	2004002	Chromosome	0
lcl|NC_013967.1_cds_WP_004042032.1_3127	3	HVO_RS15030	15030	2013157	2013354	Chromosome	0
lcl|NC_013967.1_cds_WP_004042095.1_3181	3	HVO_RS15300	15300	2071042	2071749	Chromosome	0
lcl|NC_013967.1_cds_WP_049896292.1_3182	3	HVO_RS15305	15305	2071805	2072980	Chromosome	1
lcl|NC_013967.1_cds_WP_004042140.1_3227	3	HVO_RS15530	15530	2111683	2112195	Chromosome	0
lcl|NC_013967.1_cds_WP_013035660.1_3228	3	HVO_RS15535	15535	2113851	2114561	Chromosome	1
lcl|NC_013967.1_cds_WP_004042144.1_3231	3	HVO_RS15550	15550	2117186	2117695	Chromosome	0
lcl|NC_013967.1_cds_WP_013035557.1_3233	3	HVO_RS15560	15560	2118646	2118960	Chromosome	0
lcl|NC_013967.1_cds_WP_004042151.1_3238	3	HVO_RS15585	15585	2122933	2123286	Chromosome	0
lcl|NC_013967.1_cds_WP_013035643.1_3239	3	HVO_RS15590	15590	2123279	2124760	Chromosome	1
lcl|NC_013967.1_cds_WP_004042160.1_3246	3	HVO_RS15625	15625	2132333	2133265	Chromosome	0
lcl|NC_013967.1_cds_WP_013035348.1_3249	3	HVO_RS15640	15640	2136760	2140953	Chromosome	0
lcl|NC_013967.1_cds_WP_004042166.1_3250	3	HVO_RS15645	15645	2140967	2141383	Chromosome	1
lcl|NC_013967.1_cds_WP_004042167.1_3251	3	HVO_RS15650	15650	2141380	2143299	Chromosome	1
lcl|NC_013967.1_cds_WP_049914817.1_3258	3	HVO_RS15685	15685	2148165	2148437	Chromosome	0
lcl|NC_013967.1_cds_WP_004042175.1_3259	3	HVO_RS15690	15690	2148610	2149242	Chromosome	1
lcl|NC_013967.1_cds_WP_049941508.1_3260	3	HVO_RS15695	15695	2149485	2149775	Chromosome	1
lcl|NC_013967.1_cds_WP_004042179.1_3263	3	HVO_RS15710	15710	2154109	2155278	Chromosome	0
lcl|NC_013967.1_cds_WP_013035521.1_3265	3	HVO_RS15720	15720	2157895	2159139	Chromosome	0
lcl|NC_013967.1_cds_WP_013035252.1_3268	3	HVO_RS15735	15735	2160851	2161873	Chromosome	0
lcl|NC_013967.1_cds_WP_004042193.1_3276	3	HVO_RS15770	15770	2169044	2169418	Chromosome	0
lcl|NC_013967.1_cds_WP_004042206.1_3290	3	HVO_RS15840	15840	2181530	2181928	Chromosome	0
lcl|NC_013967.1_cds_WP_004042235.1_3321	3	HVO_RS15990	15990	2211216	2212457	Chromosome	0
lcl|NC_013967.1_cds_WP_004042239.1_3325	3	HVO_RS16010	16010	2214514	2215317	Chromosome	0
lcl|NC_013967.1_cds_WP_004042262.1_3347	3	HVO_RS16125	16125	2237561	2237938	Chromosome	0
lcl|NC_013967.1_cds_WP_013035537.1_3367	3	HVO_RS16220	16220	2263590	2263778	Chromosome	0
lcl|NC_013967.1_cds_WP_004042325.1_3405	3	HVO_RS16415	16415	2299595	2300488	Chromosome	0
lcl|NC_013967.1_cds_WP_004042355.1_3423	3	HVO_RS16505	16505	2318472	2318660	Chromosome	0
lcl|NC_013967.1_cds_WP_004042417.1_3447	3	HVO_RS16635	16635	2344719	2344907	Chromosome	0
lcl|NC_013967.1_cds_WP_004042448.1_3462	3	HVO_RS16710	16710	2358413	2358739	Chromosome	0
lcl|NC_013967.1_cds_WP_004042456.1_3466	3	HVO_RS16735	16735	2360965	2361882	Chromosome	0
lcl|NC_013967.1_cds_WP_004042457.1_3467	3	HVO_RS16740	16740	2362033	2362659	Chromosome	1
lcl|NC_013967.1_cds_WP_004042477.1_3477	3	HVO_RS16790	16790	2372503	2373072	Chromosome	0
lcl|NC_013967.1_cds_WP_004042489.1_3483	3	HVO_RS16820	16820	2378431	2378640	Chromosome	0
lcl|NC_013967.1_cds_WP_049914828.1_3502	3	HVO_RS16920	16920	2398798	2399100	Chromosome	0
lcl|NC_013967.1_cds_WP_004042533.1_3503	3	HVO_RS16925	16925	2399148	2400158	Chromosome	1
lcl|NC_013967.1_cds_WP_004042558.1_3512	3	HVO_RS16965	16965	2406014	2407483	Chromosome	0
lcl|NC_013967.1_cds_WP_004042560.1_3513	3	HVO_RS16970	16970	2407487	2407984	Chromosome	1
lcl|NC_013967.1_cds_WP_004042563.1_3514	3	HVO_RS16975	16975	2407981	2408445	Chromosome	1
lcl|NC_013967.1_cds_WP_004042565.1_3515	3	HVO_RS16980	16980	2408445	2409089	Chromosome	1
lcl|NC_013967.1_cds_WP_004042567.1_3516	3	HVO_RS16985	16985	2409086	2409640	Chromosome	1
lcl|NC_013967.1_cds_WP_004042571.1_3517	3	HVO_RS16990	16990	2409640	2410095	Chromosome	1
lcl|NC_013967.1_cds_WP_013035418.1_3518	3	HVO_RS16995	16995	2410095	2410802	Chromosome	1
lcl|NC_013967.1_cds_WP_004042575.1_3519	3	HVO_RS17000	17000	2410802	2411338	Chromosome	1
lcl|NC_013967.1_cds_WP_004042581.1_3520	3	HVO_RS17005	17005	2411343	2411735	Chromosome	1
lcl|NC_013967.1_cds_WP_004042587.1_3521	3	HVO_RS17010	17010	2411739	2411915	Chromosome	1
lcl|NC_013967.1_cds_WP_004042589.1_3522	3	HVO_RS17015	17015	2411912	2412430	Chromosome	1
lcl|NC_013967.1_cds_WP_004042591.1_3523	3	HVO_RS17020	17020	2412427	2413170	Chromosome	1
lcl|NC_013967.1_cds_WP_004042593.1_3524	3	HVO_RS17025	17025	2413167	2413523	Chromosome	1
lcl|NC_013967.1_cds_WP_004042597.1_3525	3	HVO_RS17030	17030	2413525	2413923	Chromosome	1
lcl|NC_013967.1_cds_WP_013035359.1_3526	3	HVO_RS17035	17035	2413923	2414267	Chromosome	1
lcl|NC_013967.1_cds_WP_004042600.1_3527	3	HVO_RS17040	17040	2414258	2414689	Chromosome	1
lcl|NC_013967.1_cds_WP_004042603.1_3528	3	HVO_RS17045	17045	2414689	2414901	Chromosome	1
lcl|NC_013967.1_cds_WP_004042606.1_3529	3	HVO_RS17050	17050	2414902	2415816	Chromosome	1
lcl|NC_013967.1_cds_WP_004042608.1_3530	3	HVO_RS17055	17055	2415816	2416277	Chromosome	1
lcl|NC_013967.1_cds_WP_004042610.1_3531	3	HVO_RS17060	17060	2416281	2416703	Chromosome	1
lcl|NC_013967.1_cds_WP_004042612.1_3532	3	HVO_RS17065	17065	2416706	2417431	Chromosome	1
lcl|NC_013967.1_cds_WP_004042614.1_3533	3	HVO_RS17070	17070	2417434	2417685	Chromosome	1
lcl|NC_013967.1_cds_WP_004042616.1_3534	3	HVO_RS17075	17075	2417682	2418428	Chromosome	1
lcl|NC_013967.1_cds_WP_004042618.1_3535	3	HVO_RS17080	17080	2418432	2419448	Chromosome	1
lcl|NC_013967.1_cds_WP_004042620.1_3536	3	HVO_RS17085	17085	2419453	2420295	Chromosome	1
lcl|NC_013967.1_cds_WP_004042658.1_3557	3	HVO_RS17200	17200	2438979	2440238	Chromosome	0
lcl|NC_013967.1_cds_WP_004042731.1_3591	3	HVO_RS17370	17370	2474617	2476266	Chromosome	0
lcl|NC_013967.1_cds_WP_004042733.1_3592	3	HVO_RS17375	17375	2476266	2477183	Chromosome	1
lcl|NC_013967.1_cds_WP_004042736.1_3593	3	HVO_RS17380	17380	2477180	2477500	Chromosome	1
lcl|NC_013967.1_cds_WP_004042789.1_3623	3	HVO_RS17530	17530	2505310	2505996	Chromosome	0
lcl|NC_013967.1_cds_WP_004042938.1_3688	3	HVO_RS17855	17855	2567950	2568180	Chromosome	0
lcl|NC_013967.1_cds_WP_004042964.1_3702	3	HVO_RS17925	17925	2583344	2583706	Chromosome	0
lcl|NC_013967.1_cds_WP_004042966.1_3703	3	HVO_RS17930	17930	2583713	2583937	Chromosome	1
lcl|NC_013967.1_cds_WP_004042968.1_3704	3	HVO_RS17935	17935	2583940	2584140	Chromosome	1
lcl|NC_013967.1_cds_WP_004042970.1_3705	3	HVO_RS17940	17940	2584141	2584605	Chromosome	1
lcl|NC_013967.1_cds_WP_004042974.1_3707	3	HVO_RS17950	17950	2584975	2586048	Chromosome	0
lcl|NC_013967.1_cds_WP_004042989.1_3713	3	HVO_RS17980	17980	2590458	2590814	Chromosome	0
lcl|NC_013967.1_cds_WP_004042995.1_3717	3	HVO_RS18000	18000	2592836	2593102	Chromosome	0
lcl|NC_013967.1_cds_WP_004042997.1_3718	3	HVO_RS18005	18005	2593105	2593284	Chromosome	1
lcl|NC_013967.1_cds_WP_004043001.1_3720	3	HVO_RS18015	18015	2594860	2595201	Chromosome	0
lcl|NC_013967.1_cds_WP_004043002.1_3721	3	HVO_RS18020	18020	2595223	2596269	Chromosome	1
lcl|NC_013967.1_cds_WP_004043003.1_3722	3	HVO_RS18025	18025	2596266	2596904	Chromosome	1
lcl|NC_013967.1_cds_WP_004043005.1_3723	3	HVO_RS18030	18030	2597210	2597689	Chromosome	1
lcl|NC_013967.1_cds_WP_004043019.1_3738	3	HVO_RS18105	18105	2614266	2615048	Chromosome	0
lcl|NC_013967.1_cds_WP_004043020.1_3739	3	HVO_RS18110	18110	2615045	2616244	Chromosome	1
lcl|NC_013967.1_cds_WP_004043021.1_3740	3	HVO_RS18115	18115	2616249	2616425	Chromosome	1
lcl|NC_013967.1_cds_WP_004043022.1_3741	3	HVO_RS18120	18120	2616422	2616616	Chromosome	1
lcl|NC_013967.1_cds_WP_004043023.1_3742	3	HVO_RS18125	18125	2616629	2617027	Chromosome	1
lcl|NC_013967.1_cds_WP_004043024.1_3743	3	HVO_RS18130	18130	2617021	2617458	Chromosome	1
lcl|NC_013967.1_cds_WP_004043025.1_3744	3	HVO_RS18135	18135	2617455	2617805	Chromosome	1
lcl|NC_013967.1_cds_WP_004043026.1_3745	3	HVO_RS18145	18145	2618061	2618840	Chromosome	0
lcl|NC_013967.1_cds_WP_004043027.1_3746	3	HVO_RS18150	18150	2618847	2619239	Chromosome	1
lcl|NC_013967.1_cds_WP_004043028.1_3747	3	HVO_RS18155	18155	2619236	2619763	Chromosome	1
lcl|NC_013967.1_cds_WP_004043029.1_3748	3	HVO_RS18160	18160	2619760	2620263	Chromosome	1
